year,plot,column,row,accession,SampleName,DTF,DTH,PtHt,PcleLng,SdLen,TGW,SdWpPlot,SdW_z
2017,1039,9,38,CHEN-83,S5F1_batch2,NA,NA,153,NA,NA,NA,36.17,-0.892436607
2017,1034,9,43,D-12355,NA,NA,NA,125,NA,NA,NA,NA,NA
2017,1033,9,44,PI-614885,S1C9_batch1,NA,NA,120,NA,NA,NA,199.76,1.020955563
2017,1032,9,45,D-12304,NA,NA,NA,112,NA,NA,NA,65.07,-0.554414517
2017,1027,9,50,D-12222,S4D7_batch1,NA,NA,150,NA,NA,NA,43.66,-0.804831574
2017,1025,9,52,D-12007,S2D10_batch2,NA,NA,132,NA,NA,NA,126,0.158238976
2017,1024,9,53,D-11936,NA,NA,NA,165,NA,NA,NA,98.34,-0.165279744
2017,1022,9,55,Ames-13755,S2E4_batch1,NA,NA,165,NA,NA,NA,83.28,-0.341425512
2017,1021,9,56,D-12373,S1H12_batch2,NA,NA,130,NA,NA,NA,83.75,-0.335928267
2017,1019,9,58,E-DK-4,S1D3_batch1,NA,NA,92,NA,NA,NA,41.85,-0.826001816
2017,1018,9,59,D-11945,NA,NA,NA,147,NA,NA,NA,45.89,-0.778748901
2017,1016,9,61,CHEN-144,S4E11_batch1,NA,NA,85,NA,NA,NA,121,0.099757645
2017,1015,9,62,D-12324,S111_batch3,NA,NA,139,NA,NA,NA,102.38,-0.118026829
2017,1014,9,63,D-12165,S2E3_batch2,NA,NA,90,NA,NA,NA,31.12,-0.951502751
2017,1011,9,66,CHEN-453,S5H2_batch2,NA,NA,96,NA,NA,NA,58.46,-0.631726836
2017,1010,9,67,Regalona,S1C5_batch1,NA,NA,86,NA,NA,NA,176.05,0.743637094
2017,1009,9,68,D-12422,S8G5_batch2,NA,NA,72,NA,NA,NA,NA,NA
2017,1004,9,73,CHEN-33,S1F9_batch1,NA,NA,82,NA,NA,NA,68.03,-0.51979357
2017,1003,9,74,Ames-22156,S871_batch3,NA,NA,130,NA,NA,NA,126.42,0.163151407
2017,1002,9,75,Regalona,S1C5_batch1,NA,NA,112,NA,NA,NA,245.15,1.551849081
2017,1000,9,77,D-12212,NA,NA,NA,75,NA,NA,NA,22.43,-1.053143303
2017,999,9,78,D-12117,NA,NA,NA,175,NA,NA,NA,51.22,-0.716407803
2017,998,9,79,CHEN-84,NA,NA,NA,145,NA,NA,NA,186.83,0.869722842
2017,997,9,80,D-12193,S231_batch3,NA,NA,150,NA,NA,NA,137.15,0.288652343
2017,996,9,81,CHEN-414,NA,NA,NA,145,NA,NA,NA,47.97,-0.754420667
2017,992,9,85,D-12131,NA,NA,NA,180,NA,NA,NA,83.99,-0.333121163
2017,991,9,86,BO-51,S2G10_batch1,NA,NA,125,NA,NA,NA,78.01,-0.403064834
2017,989,9,88,CHEN-214,NA,NA,NA,124,NA,NA,NA,39.33,-0.855476406
2017,988,9,89,CHEN-336,NA,NA,NA,145,NA,NA,NA,151.16,0.452517031
2017,987,9,90,D-12067,S5G11_batch2,NA,NA,130,NA,NA,NA,88.47,-0.280721891
2017,986,9,91,BO-60,S3D6_batch1,NA,NA,134,NA,NA,NA,78.36,-0.398971141
2017,985,9,92,CHEN-447,NA,NA,NA,140,NA,NA,NA,NA,NA
2017,983,9,94,D-12057,S222_batch3,NA,NA,130,NA,NA,NA,344.38,2.712469565
2017,982,9,95,CHEN-143,S8B4_batch2,NA,NA,167,NA,NA,NA,197.06,0.989375644
2017,980,9,97,D-12216,NA,NA,NA,85,NA,NA,NA,NA,NA
2017,979,9,98,CHEN-261,NA,NA,NA,96,NA,NA,NA,61.5,-0.596170187
2017,976,9,101,PI-614885,S1C9_batch1,NA,NA,134,NA,NA,NA,234.63,1.428804361
2017,972,9,105,PI-614885,S1C9_batch1,NA,NA,134,NA,NA,NA,110.45,-0.023637962
2017,970,9,107,D-12233,NA,NA,NA,160,NA,NA,NA,140.41,0.32678217
2017,969,9,108,CHEN-297,S3E7_batch1,NA,NA,170,NA,NA,NA,115.42,0.03449248
2017,968,9,109,PI-665283,S1H1_batch1,NA,NA,160,NA,NA,NA,183.02,0.825160068
2017,967,9,110,CHEN-199,S3D8_batch1,NA,NA,94,NA,NA,NA,60.99,-0.602135283
2017,966,9,111,D-10144,S5A8_batch2,NA,NA,148,NA,NA,NA,73.34,-0.457686397
2017,965,9,112,CHEN-478,NA,NA,NA,120,NA,NA,NA,NA,NA
2017,964,9,113,CHEN-403,S8H4_batch2,NA,NA,96,NA,NA,NA,NA,NA
2017,963,9,114,CHEN-140,S3E4_batch1,NA,NA,134,NA,NA,NA,17.44,-1.111507671
2017,962,9,115,BO-63,S2F11_batch1,NA,NA,125,NA,NA,NA,185.63,0.855687323
2017,960,9,117,BO-11,S4H9_batch1,NA,NA,98,NA,NA,NA,34.08,-0.916881803
2017,959,9,118,Regalona,S1C5_batch1,NA,NA,104,NA,NA,NA,165.46,0.619773636
2017,958,9,119,03-21-079BB,NA,NA,NA,110,NA,NA,NA,41.09,-0.834890978
2017,957,9,120,D-12180,NA,NA,NA,139,NA,NA,NA,61.67,-0.594181822
2017,956,9,121,NSL-106398,NA,NA,NA,110,NA,NA,NA,156.88,0.519419673
2017,955,9,122,D-11906,NA,NA,NA,115,NA,NA,NA,123.6,0.130167937
2017,954,9,123,D-12362,S4D6_batch1,NA,NA,110,NA,NA,NA,7.2,-1.231277436
2017,953,9,124,CHEN-215,S5H9_batch2,NA,NA,162,NA,NA,NA,94.91,-0.205397937
2017,950,9,127,CHEN-366,NA,NA,NA,44,NA,NA,NA,NA,NA
2017,949,9,128,D-12266,NA,NA,NA,105,NA,NA,NA,65.67,-0.547396758
2017,948,9,129,CHEN-183,S1G2_batch2,NA,NA,90,NA,NA,NA,29.63,-0.968930188
2017,947,9,130,CHEN-195,S716_batch3,NA,NA,85,NA,NA,NA,26.36,-1.007176978
2017,946,9,131,D-11919,S5B9_batch2,NA,NA,170,NA,NA,NA,139,0.310290435
2017,944,9,133,CHEN-109,S4A8_batch1,NA,NA,128,NA,NA,NA,227.81,1.349035826
2017,941,9,136,D-12272,NA,NA,NA,60,NA,NA,NA,11.77,-1.1778255
2017,940,9,137,PI-614928,S224_batch3,NA,NA,154,NA,NA,NA,110.96,-0.017672866
2017,939,9,138,BO-40,S1H6_batch1,NA,NA,95,NA,NA,NA,100.32,-0.142121138
2017,1074,10,6,CHEN-243,NA,NA,NA,165,NA,NA,NA,46.62,-0.770210627
2017,1076,10,8,CHEN-407,NA,NA,NA,190,NA,NA,NA,25.8,-1.013726887
2017,1077,10,9,CHEN-432,NA,NA,NA,122,NA,NA,NA,NA,NA
2017,1078,10,10,CHEN-423,NA,NA,NA,157,NA,NA,NA,197.22,0.991247047
2017,1080,10,12,CHEN-385,S8C4_batch2,NA,NA,160,NA,NA,NA,136.32,0.278944442
2017,1082,10,14,CHEN-289,NA,NA,NA,68,NA,NA,NA,13.29,-1.160047175
2017,1085,10,17,CHEN-438,NA,NA,NA,105,NA,NA,NA,85.12,-0.319904382
2017,1086,10,18,CHEN-462,NA,NA,NA,106,NA,NA,NA,20.58,-1.074781396
2017,1087,10,19,CHEN-210,S2H12_batch2,NA,NA,168,NA,NA,NA,75.41,-0.433475126
2017,1088,10,20,D-12159,NA,NA,NA,145,NA,NA,NA,16.91,-1.117706692
2017,1089,10,21,D-12218,S6H2_batch2,NA,NA,116,NA,NA,NA,49.35,-0.73827982
2017,1090,10,22,D-12079,S2B3_batch1,NA,NA,158,NA,NA,NA,48.2,-0.751730526
2017,1091,10,23,D-12413,S4G2_batch1,NA,NA,145,NA,NA,NA,22.57,-1.051505826
2017,1092,10,24,Regalona,S1C5_batch1,NA,NA,111,NA,NA,NA,141.72,0.342104279
2017,1094,10,26,D-12299,NA,NA,NA,113,NA,NA,NA,68.31,-0.516518615
2017,1095,10,27,CHEN-137,NA,NA,NA,101,NA,NA,NA,20.19,-1.079342939
2017,1096,10,28,CHEN-375,NA,NA,NA,160,NA,NA,NA,NA,NA
2017,1097,10,29,PI-614901,NA,NA,NA,94,NA,NA,NA,53.04,-0.695120598
2017,1099,10,31,D-12133,S7F1_batch2,NA,NA,122,NA,NA,NA,9.22,-1.207650978
2017,1100,10,32,CHEN-190,S8D2_batch2,NA,NA,119,NA,NA,NA,157.73,0.529361499
2017,1101,10,33,PI-614885,S1C9_batch1,NA,NA,160,NA,NA,NA,204.76,1.079436893
2017,1102,10,34,D-12027,S4B1_batch1,NA,NA,190,NA,NA,NA,51.39,-0.714419437
2017,1103,10,35,CHEN-334,NA,NA,NA,162,NA,NA,NA,37.21,-0.880272491
2017,1105,10,37,PI-634917,NA,NA,NA,160,NA,NA,NA,180.11,0.791123934
2017,1106,10,38,D-11891,S208_batch3,NA,NA,175,NA,NA,NA,134.26,0.254850134
2017,1107,10,39,Ames-13741,NA,NA,NA,98,NA,NA,NA,30.42,-0.959690137
2017,1108,10,40,Regalona,S1C5_batch1,NA,NA,95,NA,NA,NA,56.41,-0.655704182
2017,1109,10,41,CHEN-450,S3F4_batch1,NA,NA,135,NA,NA,NA,40.03,-0.84728902
2017,1111,10,43,CHEN-449,NA,NA,NA,122,NA,NA,NA,NA,NA
2017,1112,10,44,D-12018,NA,NA,NA,126,NA,NA,NA,62.34,-0.586345324
2017,1115,10,47,D-12045,NA,NA,NA,168,NA,NA,NA,275.12,1.902386175
2017,1117,10,49,Black-quinoa,S28_batch3,NA,NA,139,NA,NA,NA,216.96,1.222131339
2017,1118,10,50,D-11895,NA,NA,NA,108,NA,NA,NA,46.14,-0.775824834
2017,1119,10,51,D-12247,NA,NA,NA,205,NA,NA,NA,270.32,1.846244098
2017,1120,10,52,D-12011,S5H6_batch2,NA,NA,160,NA,NA,NA,NA,NA
2017,1121,10,53,D-12090,NA,NA,NA,150,NA,NA,NA,NA,NA
2017,1122,10,54,PI-614885,S1C9_batch1,NA,NA,165,NA,NA,NA,115.83,0.03928795
2017,1123,10,55,PI-614885,S1C9_batch1,NA,NA,145,NA,NA,NA,180.78,0.798960432
2017,1124,10,56,Ames-13724,NA,NA,NA,155,NA,NA,NA,209.28,1.132304016
2017,1125,10,57,CHEN-352,NA,NA,NA,105,NA,NA,NA,NA,NA
2017,1130,10,62,NL-3,NA,NA,NA,160,NA,NA,NA,132.69,0.236486996
2017,1132,10,64,D-12050,NA,NA,NA,90,NA,NA,NA,81.71,-0.35978865
2017,1138,10,70,D-10091,NA,NA,NA,105,NA,NA,NA,31.51,-0.946941207
2017,1139,10,71,CHEN-477,NA,NA,NA,146,NA,NA,NA,NA,NA
2017,1140,10,72,CHEN-441,NA,NA,NA,170,NA,NA,NA,3.43,-1.275372359
2017,1144,10,76,D-12278,NA,NA,NA,160,NA,NA,NA,292.76,2.108708309
2017,1146,10,78,CHEN-426,NA,NA,NA,136,NA,NA,NA,69.49,-0.502717021
2017,1149,10,81,Regalona,S1C5_batch1,NA,NA,95,NA,NA,NA,192.38,0.934637119
2017,1151,10,83,D-12080,NA,NA,NA,130,NA,NA,NA,NA,NA
2017,1152,10,84,D-12122,S4A4_batch1,NA,NA,145,NA,NA,NA,51.15,-0.717226541
2017,1153,10,85,San_Miguel,NA,NA,NA,123,NA,NA,NA,191.34,0.922473002
2017,1155,10,87,D-12006,NA,NA,NA,125,NA,NA,NA,35.63,-0.898752591
2017,1156,10,88,RU-5,S1D5_batch1,NA,NA,98,NA,NA,NA,90.51,-0.256861508
2017,1158,10,90,D-12148,S8C5_batch2,NA,NA,130,NA,NA,NA,142.19,0.347601524
2017,1159,10,91,D-12273,S6E14_batch2,NA,NA,100,NA,NA,NA,72.72,-0.464938082
2017,1160,10,92,PI-614885,S1C9_batch1,NA,NA,122,NA,NA,NA,46.26,-0.774421282
2017,1161,10,93,D-12041,NA,NA,NA,133,NA,NA,NA,NA,NA
2017,1162,10,94,D-10002,NA,NA,NA,168,NA,NA,NA,102.63,-0.115102763
2017,1163,10,95,CHEN-142,NA,NA,NA,143,NA,NA,NA,214.83,1.197218293
2017,1166,10,98,PI-433232,S2F9_batch2,NA,NA,160,NA,NA,NA,134.19,0.254031395
2017,1167,10,99,D-12029,NA,NA,NA,170,NA,NA,NA,60.54,-0.607398603
2017,1168,10,100,PI-584524,S1B9_batch1,NA,NA,188,NA,NA,NA,244.92,1.549158939
2017,1169,10,101,PI-587173,S745_batch3,NA,NA,188,NA,NA,NA,144.25,0.371695832
2017,1170,10,102,PI-614880,S2B1_batch1,NA,NA,172,NA,NA,NA,142.96,0.356607649
2017,1171,10,103,PI-614881,S4F10_batch1,NA,NA,145,NA,NA,NA,257.2,1.692789087
2017,1172,10,104,PI-614884,S2H7_batch1,NA,NA,90,NA,NA,NA,103.14,-0.109137667
2017,1173,10,105,PI-614886,S185_batch3,NA,NA,145,NA,NA,NA,241.38,1.507754157
2017,1174,10,106,PI-614888,S50_batch3,NA,NA,150,NA,NA,NA,76.83,-0.416866428
2017,1175,10,107,PI-614889,S1D1_batch1,NA,NA,123,NA,NA,NA,347.5,2.748961915
2017,1176,10,108,PI-634919,S2H11_batch1,NA,NA,132,NA,NA,NA,45.18,-0.78705325
2017,1177,10,109,PI-643079,NA,NA,NA,136,NA,NA,NA,103.46,-0.105394862
2017,1178,10,110,PI-665272,S4D1_batch1,NA,NA,175,NA,NA,NA,59.14,-0.623773375
2017,1179,10,111,PI-665274,NA,NA,NA,138,NA,NA,NA,40.2,-0.845300655
2017,1180,10,112,PI-665273,S7A4_batch2,NA,NA,140,NA,NA,NA,114.27,0.021041774
2017,1181,10,113,PI-665275,NA,NA,NA,168,NA,NA,NA,49.56,-0.735823604
2017,1182,10,114,PI-665276,S847_batch3,NA,NA,83,NA,NA,NA,12.23,-1.172445218
2017,1183,10,115,PI-665277,S4E8_batch1,NA,NA,143,NA,NA,NA,54.76,-0.675003021
2017,1184,10,116,PI-674265,NA,NA,NA,100,NA,NA,NA,52.61,-0.700149993
2017,1185,10,117,PI-674266,S3G6_batch1,NA,NA,155,NA,NA,NA,18.46,-1.09957748
2017,1186,10,118,PI-614906,NA,NA,NA,102,NA,NA,NA,94.73,-0.207503265
2017,1187,10,119,PI-614907,S7H3_batch2,NA,NA,70,NA,NA,NA,43.03,-0.812200222
2017,1188,10,120,PI-614911,NA,NA,NA,60,NA,NA,NA,36.64,-0.886939362
2017,1189,10,121,PI-614915,S4D5_batch1,NA,NA,68,NA,NA,NA,54.2,-0.68155293
2017,1191,10,123,PI-614917,NA,NA,NA,84,NA,NA,NA,71.91,-0.474412057
2017,1192,10,124,PI-614918,NA,NA,NA,100,NA,NA,NA,98.86,-0.159197686
2017,1193,10,125,PI-614919,S4F1_batch1,NA,NA,84,NA,NA,NA,120.56,0.094611288
2017,1194,10,126,PI-614921,S5F5_batch2,NA,NA,72,NA,NA,NA,71.82,-0.475464721
2017,1195,10,127,PI-614923,NA,NA,NA,60,NA,NA,NA,NA,NA
2017,1196,10,128,Regalona,S1C5_batch1,NA,NA,108,NA,NA,NA,187.35,0.8758049
2017,1197,10,129,PI-614924,NA,NA,NA,106,NA,NA,NA,31.75,-0.944134103
2017,1198,10,130,Ames-13731,S2A4_batch1,NA,NA,121,NA,NA,NA,45,-0.789158578
2017,1199,10,131,Ames-13732,S3F1_batch1,NA,NA,75,NA,NA,NA,22.74,-1.049517461
2017,1200,10,132,PI-614885,S1C9_batch1,NA,NA,138,NA,NA,NA,137.4,0.291576409
2017,1201,10,133,Ames-13733,S2D9_batch1,NA,NA,99,NA,NA,NA,74.48,-0.444352653
2017,1202,10,134,Ames-13735,S1B6_batch1,NA,NA,122,NA,NA,NA,127.77,0.178941367
2017,1203,10,135,Ames-13736,S22_batch3,NA,NA,130,NA,NA,NA,53.61,-0.688453727
2017,1204,10,136,Ames-13737,S4F11_batch1,NA,NA,160,NA,NA,NA,67.54,-0.52552474
2017,1205,10,137,Ames-13738,S1F7_batch1,NA,NA,135,NA,NA,NA,148.94,0.42655132
2017,1206,10,138,Ames-13739,NA,NA,NA,118,NA,NA,NA,97.01,-0.180835778
2017,1340,11,5,Ames-13740,S2E6_batch1,NA,NA,117,NA,NA,NA,81.23,-0.365402857
2017,1339,11,6,PI-614925,NA,NA,NA,95,NA,NA,NA,43.62,-0.805299425
2017,1338,11,7,PI-614926,NA,NA,NA,65,NA,NA,NA,61.09,-0.600965656
2017,1337,11,8,PI-614927,S1B1_batch1,NA,NA,123,NA,NA,NA,90.1,-0.261656977
2017,1336,11,9,PI-614928,S224_batch3,NA,NA,134,NA,NA,NA,48.65,-0.746467206
2017,1335,11,10,PI-614930,S18_batch3,NA,NA,85,NA,NA,NA,74.81,-0.440492886
2017,1334,11,11,PI-614932,S7E4_batch2,NA,NA,65,NA,NA,NA,50.73,-0.722138973
2017,1333,11,12,Regalona,S1C5_batch1,NA,NA,90,NA,NA,NA,122.95,0.122565364
2017,1332,11,13,PI-614934,S4G5_batch1,NA,NA,105,NA,NA,NA,55.01,-0.672078954
2017,1331,11,14,PI-614937,NA,NA,NA,82,NA,NA,NA,32.41,-0.936414568
2017,1330,11,15,PI-634921,KATA2G7_RA5,NA,NA,135,NA,NA,NA,124.09,0.135899107
2017,1329,11,16,Ames-22158,S49_batch3,NA,NA,118,NA,NA,NA,88.05,-0.285634322
2017,1328,11,17,PI-614885,S1C9_batch1,NA,NA,124,NA,NA,NA,44.38,-0.796410263
2017,1327,11,18,Ames-13721,S1F6_batch1,NA,NA,85,NA,NA,NA,34.92,-0.90705694
2017,1326,11,19,Ames-13722,S1C6_batch1,NA,NA,100,NA,NA,NA,84.99,-0.321424897
2017,1325,11,20,Ames-13723,KATRC10,NA,NA,109,NA,NA,NA,183.35,0.829019836
2017,1324,11,21,Ames-13724,NA,NA,NA,125,NA,NA,NA,131.7,0.224907692
2017,1323,11,22,Ames-13727,S1G9_batch1,NA,NA,135,NA,NA,NA,118.25,0.067592913
2017,1322,11,23,Ames-13728,S2C3_batch1,NA,NA,126,NA,NA,NA,84.1,-0.331834574
2017,1321,11,24,PI-478410,NA,NA,NA,115,NA,NA,NA,17.04,-1.116186178
2017,1320,11,25,PI-478411,S192_batch3,NA,NA,100,NA,NA,NA,93.55,-0.221304859
2017,1319,11,26,PI-478414,S4E7_batch1,NA,NA,115,NA,NA,NA,24.91,-1.024136564
2017,1318,11,27,PI-478418,S3B5_batch1,NA,NA,150,NA,NA,NA,NA,NA
2017,1317,11,28,PI-510532,S3E10_batch1,NA,NA,169,NA,NA,NA,NA,NA
2017,1316,11,29,PI-510533,S2D7_batch1,NA,NA,145,NA,NA,NA,NA,NA
2017,1315,11,30,PI-510536,S5C9_batch2,NA,NA,105,NA,NA,NA,82.6,-0.349378973
2017,1314,11,31,PI-510537,S4A5_batch1,NA,NA,110,NA,NA,NA,48.34,-0.750093049
2017,1313,11,32,PI-510540,NA,NA,NA,180,NA,NA,NA,11.64,-1.179346015
2017,1312,11,33,PI-510541,S5E10_batch2,NA,NA,105,NA,NA,NA,178.42,0.771357244
2017,1311,11,34,PI-510542,NA,NA,NA,117,NA,NA,NA,37.04,-0.882260856
2017,1310,11,35,PI-510543,S1F10_batch1,NA,NA,105,NA,NA,NA,26.75,-1.002615434
2017,1309,11,36,PI-510545,NA,NA,NA,112,NA,NA,NA,43.79,-0.80331106
2017,1308,11,37,PI-510546,S4C5_batch1,NA,NA,100,NA,NA,NA,70.59,-0.489851128
2017,1307,11,38,PI-510547,NA,NA,NA,122,NA,NA,NA,24.39,-1.030218622
2017,1306,11,39,PI-510549,S2D8_batch1,NA,NA,75,NA,NA,NA,9.38,-1.205779576
2017,1305,11,40,PI-510550,NA,NA,NA,90,NA,NA,NA,5.82,-1.247418283
2017,1304,11,41,PI-510551,S4E5_batch1,NA,NA,98,NA,NA,NA,28.44,-0.982848744
2017,1303,11,42,PI-596498,S2F7_batch1,NA,NA,123,NA,NA,NA,59.67,-0.617574354
2017,1302,11,43,PI-614002,NA,NA,NA,127,NA,NA,NA,65.34,-0.551256525
2017,1301,11,44,Ames-13762,NA,NA,NA,150,NA,NA,NA,196.78,0.98610069
2017,1300,11,45,Ames-13757,S3D5_batch1,NA,NA,148,NA,NA,NA,84.24,-0.330197096
2017,1299,11,46,Ames-13758,S744_batch3,NA,NA,162,NA,NA,NA,302.19,2.219004098
2017,1298,11,47,PI-614885,S1C9_batch1,NA,NA,140,NA,NA,NA,155.37,0.501758311
2017,1297,11,48,Ames-13759,S757_batch3,NA,NA,150,NA,NA,NA,151.91,0.46128923
2017,1296,11,49,Ames-13752,NA,NA,NA,85,NA,NA,NA,125.42,0.151455141
2017,1294,11,51,Ames-13755,S2E4_batch1,NA,NA,140,NA,NA,NA,125.36,0.150753365
2017,1293,11,52,Ames-13756,NA,NA,NA,115,NA,NA,NA,146.74,0.400819534
2017,1292,11,53,Ames-13742,S4F8_batch1,NA,NA,155,NA,NA,NA,71.91,-0.474412057
2017,1291,11,54,Ames-13744,S1A6_batch1,NA,NA,130,NA,NA,NA,225.59,1.323070116
2017,1288,11,57,Redhead,S2D3_batch1,NA,NA,133,NA,NA,NA,267.33,1.811272262
2017,1284,11,61,PI-614903,NA,NA,NA,90,NA,NA,NA,60.36,-0.609503931
2017,1283,11,62,PI-614908,NA,NA,NA,84,NA,NA,NA,116.97,0.052621693
2017,1281,11,64,PI-614923,NA,NA,NA,65,NA,NA,NA,21.01,-1.069752001
2017,1280,11,65,PI-614922,S2D2_batch2,NA,NA,60,NA,NA,NA,15.12,-1.138643009
2017,1279,11,66,PI-614935,S6A6_batch2,NA,NA,74,NA,NA,NA,58.48,-0.631492911
2017,1278,11,67,PI-614938,S2H7_batch2,NA,NA,83,NA,NA,NA,61.03,-0.601667432
2017,1276,11,69,PI-510538,S533_batch3,NA,NA,110,NA,NA,NA,92.18,-0.237328744
2017,1275,11,70,PI-510539,S5C12_batch2,NA,NA,122,NA,NA,NA,32.3,-0.937701157
2017,1274,11,71,PI-634917,NA,NA,NA,129,NA,NA,NA,169.81,0.670652393
2017,1273,11,72,PI-634918,S3E5_batch1,NA,NA,133,NA,NA,NA,158.64,0.540005101
2017,1272,11,73,PI-634923,NA,NA,NA,135,NA,NA,NA,96.86,-0.182590218
2017,1271,11,74,PI-634925,S2H3_batch1,NA,NA,146,NA,NA,NA,131.62,0.223971991
2017,1270,11,75,PI-665283,S1H1_batch1,NA,NA,153,NA,NA,NA,116.45,0.046539635
2017,1269,11,76,PI-677096,S887_batch3,NA,NA,135,NA,NA,NA,125.41,0.151338179
2017,1268,11,77,PI-614885,S1C9_batch1,NA,NA,112,NA,NA,NA,52.75,-0.698512516
2017,1267,11,78,PI-677099,S19_batch3,NA,NA,155,NA,NA,NA,82.79,-0.347156682
2017,1266,11,79,PI-677100,NA,NA,NA,107,NA,NA,NA,64.91,-0.55628592
2017,1265,11,80,Ames-13725,S3A4_batch1,NA,NA,126,NA,NA,NA,225.25,1.319093385
2017,1264,11,81,Ames-13726,S1D11_batch1,NA,NA,124,NA,NA,NA,152.79,0.471581944
2017,1263,11,82,Ames-13729,S736_batch3,NA,NA,142,NA,NA,NA,157.84,0.530648088
2017,1262,11,83,Ames-13730,S1C8_batch1,NA,NA,119,NA,NA,NA,46.84,-0.767637448
2017,1261,11,84,Ames-13734,S1B3_batch1,NA,NA,126,NA,NA,NA,80.65,-0.372186692
2017,1260,11,85,Ames-13741,NA,NA,NA,123,NA,NA,NA,74.55,-0.443533915
2017,1259,11,86,Ames-13745,S1E6_batch1,NA,NA,108,NA,NA,NA,81.89,-0.357683322
2017,1258,11,87,PI-470932,NA,NA,NA,85,NA,NA,NA,NA,NA
2017,1257,11,88,Ames-13747,S5D4_batch2,NA,NA,120,NA,NA,NA,243.12,1.52810566
2017,1256,11,89,Ames-13748,S2H5_batch1,NA,NA,118,NA,NA,NA,107.96,-0.052761665
2017,1255,11,90,PI-478415,NA,NA,NA,85,NA,NA,NA,46.03,-0.777111424
2017,1254,11,91,Ames-13750,S2D4_batch1,NA,NA,118,NA,NA,NA,99.11,-0.15627362
2017,1253,11,92,Ames-13751,S2C6_batch1,NA,NA,105,NA,NA,NA,NA,NA
2017,1252,11,93,Regalona,S1C5_batch1,NA,NA,85,NA,NA,NA,103.02,-0.110541219
2017,1251,11,94,Ames-13754,S2G4_batch1,NA,NA,130,NA,NA,NA,84.13,-0.331483686
2017,1250,11,95,Ames-13760,S1G10_batch1,NA,NA,88,NA,NA,NA,30.13,-0.963082055
2017,1249,11,96,Ames-13761,S2G6_batch1,NA,NA,152,NA,NA,NA,195.61,0.972416058
2017,1248,11,97,ICBA-Q3,S3H7_batch1,NA,NA,110,NA,NA,NA,88.25,-0.283295069
2017,1247,11,98,ICBA-Q5,S1C1_batch1,NA,NA,108,NA,NA,NA,80.56,-0.373239356
2017,1246,11,99,Titicaca,S4B6_batch1,NA,NA,105,NA,NA,NA,72.44,-0.468213036
2017,1245,11,100,D-12110,NA,NA,NA,130,NA,NA,NA,56.28,-0.657224696
2017,1244,11,101,CHEN-253,NA,NA,NA,138,NA,NA,NA,19.94,-1.082267006
2017,1243,11,102,PI-614888,S50_batch3,NA,NA,126,NA,NA,NA,151.23,0.453335769
2017,1241,11,104,Ames-13724,NA,NA,NA,120,NA,NA,NA,287.31,2.044963659
2017,1240,11,105,D-12205,S1C3_batch1,NA,NA,75,NA,NA,NA,3.61,-1.273267031
2017,1239,11,106,Ames-13727,S1G9_batch1,NA,NA,95,NA,NA,NA,123.22,0.125723356
2017,1238,11,107,Ames-13727,S1G9_batch1,NA,NA,135,NA,NA,NA,5.09,-1.255956557
2017,1237,11,108,Ames-22161,NA,NA,NA,91,NA,NA,NA,31.78,-0.943783215
2017,1236,11,109,Ames-22154,NA,NA,NA,88,NA,NA,NA,100.31,-0.1422381
2017,1235,11,110,Ames-22158,S49_batch3,NA,NA,135,NA,NA,NA,153.62,0.481289845
2017,1234,11,111,PI-614884,S2H7_batch1,NA,NA,90,NA,NA,NA,107.46,-0.058609798
2017,1233,11,112,Regalona,S1C5_batch1,NA,NA,108,NA,NA,NA,139.64,0.317776045
2017,1232,11,113,Ames-13739,NA,NA,NA,61,NA,NA,NA,6.19,-1.243090665
2017,1231,11,114,CHEN-428,S6G14_batch2,NA,NA,70,NA,NA,NA,NA,NA
2017,1230,11,115,CHEN-67,NA,NA,NA,174,NA,NA,NA,145.93,0.391345559
2017,1228,11,117,PI-614927,S1B1_batch1,NA,NA,112,NA,NA,NA,110.35,-0.024807589
2017,1227,11,118,PI-634921,KATA2G7_RA5,NA,NA,114,NA,NA,NA,104.65,-0.091476305
2017,1225,11,120,Ames-22155,NA,NA,NA,138,NA,NA,NA,107.96,-0.052761665
2017,1224,11,121,Ames-13762,NA,NA,NA,100,NA,NA,NA,120.23,0.09075152
2017,1223,11,122,PI-614885,S1C9_batch1,NA,NA,136,NA,NA,NA,63.02,-0.578391863
2017,1222,11,123,Ames-13756,NA,NA,NA,120,NA,NA,NA,62.08,-0.589386353
2017,1221,11,124,PI-614937,NA,NA,NA,72,NA,NA,NA,26.07,-1.010568895
2017,1219,11,126,Ames-13759,S757_batch3,NA,NA,123,NA,NA,NA,59.87,-0.615235101
2017,1217,11,128,PI-510537,S4A5_batch1,NA,NA,83,NA,NA,NA,4.45,-1.263442168
2017,1216,11,129,Ames-22156,S871_batch3,NA,NA,124,NA,NA,NA,111.01,-0.017088053
2017,1215,11,130,Indica,S23_batch3,NA,NA,68,NA,NA,NA,41.62,-0.828691957
2017,1214,11,131,Ames-22153,S870_batch3,NA,NA,118,NA,NA,NA,114.08,0.018819484
2017,1213,11,132,PI-478418,S3B5_batch1,NA,NA,95,NA,NA,NA,110.52,-0.022819223
2017,1212,11,133,PI-510542,NA,NA,NA,50,NA,NA,NA,2.76,-1.283208857
2017,1211,11,134,Ames-13737,S4F11_batch1,NA,NA,130,NA,NA,NA,115.39,0.034141592
