year,plot,column,row,accession,SampleName,DTF,DTH,PtHt,PcleLng,SdLen,TGW,SdWpPlot,SdW_z
2018,327,8,21,PI-614888,S50_batch3,44,106,135,41,NA,NA,530,-0.906519943
2018,354,8,22,D-12371,NA,44,126,95,45,2.045,3.658,251.3,-1.420483702
2018,367,8,23,D-12353,S3F6_batch1,48,114,200,46.5,2.2765,4.242,2620.3,2.948300455
2018,394,8,24,NSL-86649,S2E1_batch1,47,114,125,23,1.886,3.022,505.5,-0.951701544
2018,407,8,25,D-12141,NA,47,118,150,49,1.944,3.094,1602,1.070405602
2018,434,8,26,PI-614885,S1C9_batch1,47,106,130,27,NA,NA,1355.8,0.61637662
2018,447,8,27,Regalona,S1C5_batch1,43,106,120,33,1.882,3.063,1295.2,0.504621314
2018,474,8,28,G-205-95-DK,NA,44,106,140,29,1.9325,3.251,611.9,-0.755484307
2018,487,8,29,D-12075,NA,53,126,160,50,2.11,3.737,2600.7,2.912155174
2018,514,8,30,CHEN-480,NA,51,126,140,30,2.0755,3.411,1012.3,-0.017087862
2018,527,8,31,D-11959,NA,44,126,120,41,1.7045,2.641,1055.4,0.062394872
2018,567,8,33,PI-614885,S1C9_batch1,43,106,140,30,NA,NA,1353.6,0.612319496
2018,594,8,34,CHEN-235,NA,44,106,125,35,1.9345,3.235,1159.2,0.253817326
2018,607,8,35,CHEN-425,S4G6_batch1,45,127,120,40,2.0345,3.369,734.9,-0.52865423
2018,634,8,36,D-12180,NA,45,114,135,35,2.044,3.252,1611.5,1.087924998
2018,647,8,37,CHEN-261,NA,44,106,105,35,1.835,2.678,1007.2,-0.026493012
2018,674,8,38,Ames-13755,S2E4_batch1,47,106,155,30,1.939,3.2,1796.6,1.429276601
2018,687,8,39,D-10126,S8D3_batch2,45,127,120,40,1.6665,2.167,888.1,-0.246130915
2018,714,8,40,CHEN-137,NA,47,106,100,25,1.669,2.475,490.2,-0.979916992
2018,727,8,41,D-12045,NA,47,106,160,30,2.0125,3.584,1577.7,1.025592831
2018,754,8,42,PI-614888,S50_batch3,42,106,110,30,NA,NA,506.9,-0.949119738
2018,794,8,44,Ames-13736,S22_batch3,47,114,145,30,1.933,3.217,2005.8,1.815072146
2018,807,8,45,Ames-22156,S871_batch3,47,106,150,20,1.8625,2.877,1842.8,1.514476191
2018,834,8,46,Titicaca,S4B6_batch1,40,106,105,30,1.902,3.059,550.5,-0.86871493
2018,847,8,47,Ames-13745,S1E6_batch1,44,106,125,25,1.9765,3.346,793.4,-0.420771633
2018,874,8,48,Redhead,S2D3_batch1,44,106,140,30,2.032,3.533,1117.4,0.176731983
2018,887,8,49,PI-614885,S1C9_batch1,44,106,135,35,NA,NA,1176.8,0.286274313
2018,914,8,50,Ames-13721,S1F6_batch1,42,106,95,29,1.9455,3.123,935.4,-0.158902764
2018,927,8,51,Ames-13740,S2E6_batch1,43,106,125,40,1.9565,3.68,871.1,-0.277481414
2018,967,8,53,CHEN-420,S1H3_batch1,45,131,120,45,1.8455,2.294,644.9,-0.694627457
2018,994,8,54,CHEN-319,S2H4_batch1,51,131,125,38,2.041,3.577,1007.4,-0.026124183
2018,1007,8,55,Regalona,S1C5_batch1,43,110,100,20,NA,NA,1332,0.572485922
2018,1034,8,56,CHEN-182,S3G8_batch1,49,131,115,52,1.9445,2.85,583.6,-0.807673666
2018,1047,8,57,D-12359,NA,39,131,110,46,1.7935,2.308,400.9,-1.144599316
2018,1074,8,58,D-9994,NA,56,131,170,30,2.0255,3.349,1900,1.619961397
2018,1087,8,59,D-12071,S5E2_batch2,59,131,155,50,1.954,2.331,440.2,-1.07212434
2018,1114,8,60,Regalona,S1C5_batch1,41,114,100,26,NA,NA,1102.5,0.149254194
2018,1127,8,61,D-12142,S1F3_batch2,49,106,115,28,2.0515,3.173,1061.4,0.073459753
2018,8,9,5,D-10113,S116_batch3,39,116,129,43,1.769,2.526,674.5,-0.640040707
2018,33,9,6,CHEN-160,NA,44,114,105,34,1.769,2.348,1940.9,1.695387008
2018,48,9,7,PI-510532,S3E10_batch1,44,97,110,26,1.9425,3.242,1822.97,1.477906756
2018,73,9,8,D-12069,S114_batch3,44,97,100,32,2.2145,5.049,219.1,-1.479865234
2018,88,9,9,PI-614885,S1C9_batch1,47,97,145,38,NA,NA,1963.1,1.73632707
2018,113,9,10,D-10000,S1F5_batch2,47,103,145,40,2.149,3.584,1169.8,0.273365284
2018,128,9,11,CO-KA-2133,NA,47,97,130,35,1.9835,3.333,1002.8,-0.034607259
2018,153,9,12,KU-2,S517_batch3,44,107,142.5,35,1.931,3.219,597.2,-0.782593267
2018,168,9,13,CHEN-306,NA,47,126,135,38,1.974,2.57,646.2,-0.692230066
2018,193,9,14,CHEN-389,S1A7_batch1,54,114,150,35,2.091,3.791,2962.3,3.578998716
2018,208,9,15,CHEN-211,S6H1_batch2,44,114,115,35,1.801,2.77,673.6,-0.641700439
2018,233,9,16,Regalona,S1C5_batch1,43,107,110,20,NA,NA,1278.8,0.474377303
2018,248,9,17,D-12223,NA,47,114,125,50,1.895,2.828,782.1,-0.441610493
2018,273,9,18,Ames-13719,NA,47,107,130,36,2.053,3.716,1496.7,0.876216927
2018,288,9,19,CHEN-440,NA,44,107,105,30,1.952,3.163,1276.7,0.470504595
2018,313,9,20,PI-614888,S50_batch3,44,107,100,33,NA,NA,454,-1.046675112
2018,353,9,22,CHEN-171,S6E4_batch2,44,114,133,31,1.803,2.84,795.3,-0.417267754
2018,368,9,23,Regalona,S1C5_batch1,44,110,120,25,NA,NA,883.8,-0.254060747
2018,393,9,24,CHEN-384,S4G10_batch1,47,114,140,32,2.077,3.319,1731.8,1.309775878
2018,408,9,25,D-12157,NA,44,126,120,30,1.968,3.053,673.7,-0.641516024
2018,433,9,26,PI-614933,NA,45,126,125,30,2.0115,3.218,1054.6,0.060919554
2018,448,9,27,CHEN-67,NA,44,114,128,22,1.9565,3.036,998.6,-0.042352676
2018,473,9,28,PI-614888,S50_batch3,44,106,130,28.5,NA,NA,618.7,-0.742944107
2018,488,9,29,D-12169,NA,44,106,125,25,1.93,3.152,962.7,-0.108557552
2018,528,9,31,D-11924,S2C7_batch1,45,114,115,45,1.71,2.545,411.5,-1.125051358
2018,553,9,32,D-12318,NA,45,114,135,35,1.799,2.834,1451.6,0.793045899
2018,593,9,34,CHEN-202,S7F9_batch2,43,114,115,35,1.776,2.492,1299.9,0.513288804
2018,608,9,35,CHEN-133,NA,57,117,130,30,2.0425,3.064,144.5,-1.617438597
2018,633,9,36,PI-614888,S50_batch3,42,106,120,30,NA,NA,769.1,-0.465584404
2018,648,9,37,CHEN-143,S8B4_batch2,44,106,150,40,2.066,3.913,1911.9,1.641906746
2018,673,9,38,D-12373,S1H12_batch2,46,106,130,30,1.9525,2.996,813,-0.384626352
2018,688,9,39,CHEN-415,S2H2_batch1,44,NA,130,30,2.0945,3.48,1998.1,1.800872214
2018,713,9,40,D-12299,NA,46,114,105,30,1.772,2.63,1164.9,0.264328964
2018,728,9,41,PI-614888,S50_batch3,43,NA,125,30,NA,NA,705.6,-0.582687736
2018,753,9,42,PI-433232,S2F9_batch2,47,106,145,30,1.876,2.63,947.7,-0.136219756
2018,768,9,43,PI-665272,S4D1_batch1,46,131,135,40,1.924,2.78,950.1,-0.131793804
2018,793,9,44,Regalona,S1C5_batch1,42,107,105,20,NA,NA,929,-0.170705305
2018,808,9,45,PI-510537,S4A5_batch1,40,131,140,35,1.725,2.177,838,-0.338522678
2018,833,9,46,D-12110,NA,49,131,145,25,2.116,3.325,261.6,-1.401488988
2018,848,9,47,Ames-13741,NA,44,106,135,35,1.981,3.425,1296.6,0.507203119
2018,873,9,48,PI-614903,NA,44,114,100,40,2.127,4.18,844.4,-0.326720138
2018,888,9,49,PI-614002,NA,46,114,120,50,1.876,2.84,1591.2,1.050488815
2018,913,9,50,Ames-13722,S1C6_batch1,47,106,122,40,2.0775,3.682,571.4,-0.830172259
2018,928,9,51,LM4,NA,43,106,140,35,2.126,3.5,977.4,-0.081448591
2018,968,9,53,PI-614885,S1C9_batch1,46,106,125,35,NA,NA,1327,0.563265187
2018,993,9,54,Chucapaca,S2A3_batch1,38,131,80,35,1.977,2.794,632.8,-0.716941635
2018,1008,9,55,D-12160,KATA2F9_RC5,53,131,125,50,1.9325,3.107,835.9,-0.342395387
2018,1033,9,56,D-11960,NA,46,NA,125,53,NA,NA,943.3,-0.144334003
2018,1048,9,57,Ratuqui,S3D11_batch1,45,131,110,35,2.049,3.085,612.3,-0.754746648
2018,1073,9,58,PI-614885,S1C9_batch1,44,106,135,30,NA,NA,1512.5,0.905354449
2018,1088,9,59,D-12023,S5F2_batch2,53,131,150,53,1.907,2.606,814.2,-0.382413376
2018,1113,9,60,D-12189,S5G3_batch2,41,117,125,52,1.906,2.646,1161.5,0.258058864
2018,1128,9,61,CHEN-445,S1G3_batch2,45,117,150,48,2.0515,3.347,1878.5,1.580312237
2018,9,10,5,D-12162,S4D11_batch1,46,117,135,50,1.974,3.146,629.9,-0.722289661
2018,32,10,6,D-12283,S7A9_batch2,47,117,163,38,2.082,3.547,2791.6,3.26420283
2018,49,10,7,Regalona,S1C5_batch1,43,117,100,22,NA,NA,1333.2,0.574698898
2018,72,10,8,CHEN-318,S7F4_batch2,47,117,127,35,2.0965,3.976,796.3,-0.415423607
2018,89,10,9,D-12320,S4H8_batch1,47,97,95,18,2.0455,3.51,1832.4,1.495297062
2018,112,10,10,D-10000,S1F5_batch2,47,117,155,45,1.996,3.319,1783.7,1.405487105
2018,152,10,12,PI-614888,S50_batch3,44,107,140,NA,NA,NA,824.1,-0.364156321
2018,169,10,13,PI-510536,S5C9_batch2,44,107,155,35,NA,NA,NA,NA
2018,192,10,14,D-11900,NA,47,107,130,36,1.96,3.953,896.5,-0.230640081
2018,209,10,15,D-12329,S3G9_batch1,44,107,140,35,2.029,3.653,967.7,-0.099336817
2018,232,10,16,CHEN-354,S3F3_batch1,53,107,150,34,2.0915,3.632,1011.2,-0.019116424
2018,249,10,17,D-12342,NA,44,117,110,50,1.9425,3.283,583.6,-0.807673666
2018,272,10,18,CHEN-259,NA,48,117,110,50,1.8385,2.626,993.5,-0.051757825
2018,289,10,19,PI-614888,S50_batch3,44,107,130,38,NA,NA,750.7,-0.499516708
2018,312,10,20,Ames-13749,S1H7_batch1,47,107,120,37,2.062,3.717,783.8,-0.438475444
2018,329,10,21,38,S47_batch3,47,117,150,60,2.1465,3.694,2447.2,2.629078616
2018,352,10,22,CHEN-189,NA,44,107,140,35,2.009,3.405,1129,0.198124088
2018,369,10,23,PUC-mix-green,S1G8_batch1,51,NA,140,31,1.972,3.095,1316.3,0.543532814
2018,392,10,24,D-12175,S1E11_batch1,47,117,130,30,1.783,2.344,1094.7,0.134869847
2018,409,10,25,PI-614885,S1C9_batch1,47,107,135,27,NA,NA,1337.7,0.582997559
2018,432,10,26,D-12370,NA,45,107,120,28,1.8425,3,1238.7,0.40042701
2018,449,10,27,D-12241,S5B7_batch2,44,117,140,37,1.996,3.59,514.4,-0.935288636
2018,472,10,28,D-12174,NA,45,117,110,32,1.8875,2.855,801.5,-0.405834042
2018,489,10,29,PI-614885,S1C9_batch1,44,107,150,30,NA,NA,1644.3,1.148413019
2018,512,10,30,CHEN-177,S34_batch3,49,126,170,20,1.9945,3.542,1210.9,0.349159724
2018,569,10,33,D-12255,S10_batch3,59,131,195,30,1.842,2.461,892.39,-0.238219525
2018,592,10,34,Regalona,S1C5_batch1,42,117,95,15,NA,NA,846.8,-0.322294185
2018,609,10,35,D-12294,S6H7_batch2,43,117,120,40,1.7245,2.356,991.8,-0.054892875
2018,632,10,36,NSL-106398,NA,44,107,120,17.5,2.013,3.336,950.7,-0.130687315
2018,649,10,37,D-12057,S222_batch3,44,107,122,35,1.8705,2.746,1659,1.175521979
2018,672,10,38,E-DK-4,S1D3_batch1,43,117,135,35,1.5685,2.457,451.8,-1.050732236
2018,689,10,39,PI-614885,S1C9_batch1,43,107,120,30,NA,NA,1975.6,1.759378908
2018,729,10,41,D-12045,NA,51,117,155,40,2.161,3.545,1953.1,1.717885601
2018,752,10,42,CHEN-142,NA,43,117,145,25,2.096,3.534,1683.4,1.220519165
2018,769,10,43,PI-665274,NA,48,117,120,30,2.0005,3.391,463.6,-1.028971301
2018,792,10,44,Ames-13735,S1B6_batch1,46,107,115,15,1.9535,3.33,963,-0.108004308
2018,809,10,45,Ames-13759,S757_batch3,44,117,125,25,1.877,3.163,992.8,-0.053048728
2018,832,10,46,PI-614885,S1C9_batch1,45,107,120,25,NA,NA,1902.6,1.624756179
2018,849,10,47,Ames-13734,S1B3_batch1,53,107,135,25,2.0985,3.786,1371.4,0.645145312
2018,889,10,49,PI-596498,S2F7_batch1,42,117,120,40,1.9005,2.949,1888.9,1.599491366
2018,912,10,50,Ames-13723,KATRC10,44,107,115,24,1.932,3.173,1089.8,0.125833527
2018,929,10,51,PI-614888,S50_batch3,43,107,120,35,NA,NA,625.4,-0.730588323
2018,969,10,53,D-12345,S1G4_batch1,42,131,75,40,1.7965,2.008,238.5,-1.444088783
2018,992,10,54,D-12119,S2E3_batch1,41,117,100,44,1.7715,2.348,1071.3,0.091716808
2018,1009,10,55,CHEN-437,S2E9_batch1,49,117,125,50,1.831,2.516,1299.4,0.512366731
2018,1032,10,56,PI-614888,S50_batch3,43,107,125,40,NA,NA,685.7,-0.619386261
2018,1049,10,57,G-205-95,NA,41,117,120,48,1.9015,3.046,1484.9,0.854455993
2018,1072,10,58,CHEN-333,S4D4_batch1,49,117,140,45,1.9965,2.976,1778.5,1.395897541
2018,1089,10,59,D-12143,S6C6_batch2,41,131,135,40,1.8375,2.332,836.4,-0.341473313
2018,1112,10,60,D-12270,NA,41,117,100,42,1.637,1.983,1572,1.015081193
2018,10,11,5,PI-614922,S2D2_batch2,41,107,173,42,1.927,3.075,799.6,-0.409337922
2018,31,11,6,PI-614885,S1C9_batch1,47,107,134,34,NA,NA,1495.4,0.873819536
2018,71,11,8,D-12073,NA,47,117,120,37.5,1.952,3.066,404.9,-1.137222728
2018,90,11,9,CHEN-174,S4B9_batch1,54,117,190,77,1.9405,2.831,2271.3,2.304693165
2018,111,11,10,Ames-13723,KATRC10,44,117,115,34,1.905,3.13,548,-0.873325298
2018,130,11,11,Regalona,S1C5_batch1,44,117,110,20,NA,NA,1239.2,0.401349084
2018,151,11,12,CHEN-198,NA,47,117,140,31,2.1335,3.66,2278.4,2.317786608
2018,170,11,13,CHEN-70,NA,47,117,120,32.5,1.9565,3.32,1688.9,1.230661973
2018,191,11,14,D-12151,NA,47,117,140,40,2.002,3.037,1571.9,1.014896778
2018,210,11,15,PI-614885,S1C9_batch1,44,107,130,40,NA,NA,1326,0.56142104
2018,231,11,16,D-12377,S6B14_batch2,44,117,138,35,1.8185,2.624,839.6,-0.335572043
2018,271,11,18,D-12409,S2D10_batch1,44,117,110,50,1.897,2.784,1131.2,0.202181212
2018,290,11,19,PI-665276,S847_batch3,44,117,120,35,1.868,2.984,1439.5,0.77073172
2018,311,11,20,D-12061,NA,48,117,110,25,2.0815,3.821,829,-0.355120001
2018,330,11,21,D-12134,NA,49,117,150,45,2.0395,3.321,1854,1.535130637
2018,351,11,22,PI-614888,S50_batch3,44,107,130,38,NA,NA,538.4,-0.891029108
2018,370,11,23,PI-614938,S2H7_batch2,44,117,125,40,1.922,3.127,202.5,-1.510478074
2018,391,11,24,D-12043,NA,49,NA,140,34,NA,NA,NA,NA
2018,410,11,25,CHEN-7,S3C1_batch1,53,127,185,32,1.8575,2.795,1610.5,1.086080851
2018,431,11,26,CHEN-172,NA,44,107,115,34,1.9535,3.075,381.3,-1.180744596
2018,450,11,27,D-11996,NA,45,117,140,35,1.926,3.096,1734.2,1.314201831
2018,471,11,28,D-12256,S3E9_batch1,44,117,140,32,1.9335,3.248,2133.9,2.051307372
2018,511,11,30,D-12262,NA,47,117,150,40,1.9945,3.155,2404.7,2.55070237
2018,551,11,32,PI-614888,S50_batch3,43,107,120,25,NA,NA,660.3,-0.666227594
2018,570,11,33,D-12012,S5C7_batch2,44,117,140,45,1.8005,2.712,1228.24,0.381137233
2018,591,11,34,D-12219,S2H9_batch2,44,117,115,40,1.885,2.775,994.9,-0.04917602
2018,610,11,35,CHEN-125,NA,44,117,110,30,1.7845,2.345,790.5,-0.426119659
2018,631,11,36,D-11906,NA,46,131,130,40,1.865,2.617,1234.1,0.391943934
2018,650,11,37,Regalona,S1C5_batch1,43,117,100,20,NA,NA,826.5,-0.359730368
2018,671,11,38,D-11945,NA,44,117,130,35,2.0765,3.164,2010,1.822817563
2018,690,11,39,CHEN-151,S4A1_batch1,47,117,120,40,1.8405,2.386,425.7,-1.098864471
2018,711,11,40,D-12079,S2B3_batch1,51,131,160,30,1.911,2.525,1420.9,0.736430587
2018,730,11,41,Black-quinoa,S28_batch3,49,117,130,30,1.858,2.881,404.6,-1.137775972
2018,751,11,42,D-10002,NA,53,131,170,30,1.953,2.795,1428.3,0.750077274
2018,770,11,43,PI-614885,S1C9_batch1,44,107,120,25,NA,NA,1754.7,1.352006843
2018,791,11,44,Ames-13733,S2D9_batch1,44,117,120,20,1.9075,2.943,650.2,-0.684853478
2018,810,11,45,PI-614937,NA,40,117,110,35,1.908,3.068,330.7,-1.274058433
2018,831,11,46,CHEN-253,NA,49,131,124,40,1.921,2.949,2590,2.892422802
2018,850,11,47,Ames-13730,S1C8_batch1,45,117,120,20,1.9805,3.28,560.4,-0.850457875
2018,871,11,48,PI-614923,NA,45,117,130,25,2.1605,4.098,744.2,-0.511503663
2018,890,11,49,Regalona,S1C5_batch1,41,110,100,20,NA,NA,1558.2,0.989631965
2018,911,11,50,Ames-13724,NA,51,107,130,25,1.983,3.205,468.4,-1.020119396
2018,951,11,52,Chadmo-4,NA,41,107,110,28,1.822,2.777,1714.4,1.277687721
2018,970,11,53,CHEN-424,S1F4_batch1,45,117,110,40,1.979,2.845,797.3,-0.41357946
2018,991,11,54,Regalona,S1C5_batch1,42,117,90,25,NA,NA,644.9,-0.694627457
2018,1010,11,55,D-12416,S2A9_batch1,47,131,115,50,1.6995,2.031,1390,0.679446446
2018,1031,11,56,ICBA-Q3,S3H7_batch1,44,117,160,50,2.0095,3.6,2192.5,2.159374384
2018,1050,11,57,CHEN-413,S4H10_batch1,46,131,120,44,1.758,2.063,588.5,-0.798637346
2018,1071,11,58,D-12172,NA,46,117,130,35,2.007,2.69,1450.3,0.790648508
2018,1090,11,59,CHEN-217,S1H9_batch2,44,107,140,40,1.9975,3.134,906.5,-0.212198611
2018,1111,11,60,CHEN-510,S1E3_batch2,46,117,140,48,1.8465,2.343,1212,0.351188286
2018,1130,11,61,PI-614888,S50_batch3,44,107,130,35,NA,NA,592.8,-0.790707514
2018,11,12,5,Regalona,S1C5_batch1,38,108,110,30,1.8835,2.916,704,-0.585638371
2018,30,12,6,CHEN-294,NA,47,118,105,47,1.882,2.809,913.9,-0.198551924
2018,51,12,7,CHEN-394,NA,44,118,125,35,1.8515,2.59,1308.2,0.528595224
2018,70,12,8,PI-614888,S50_batch3,44,97,130,40,NA,NA,903.4,-0.217915467
2018,91,12,9,D-12199,S6F10_batch2,44,118,142,36,1.9715,3,1018.2,-0.006207395
2018,110,12,10,NSL-86628,S1A5_batch1,48,97,150,30,1.8755,3.099,1085.3,0.117534866
2018,131,12,11,D-12334,NA,44,97,100,24,1.7915,2.738,1009.1,-0.022989133
2018,150,12,12,CHEN-129,NA,44,107,175,35,2.001,3.53,1446.8,0.784193993
2018,190,12,14,CHEN-282,S2D9_batch2,51,118,125,30,2.0015,3.415,632.4,-0.717679294
2018,211,12,15,D-12310,NA,44,107,110,36,2.0565,3.667,742.3,-0.515007543
2018,230,12,16,D-9981,NA,44,118,140,40,1.7885,2.448,1076.4,0.101121958
2018,251,12,17,PI-614885,S1C9_batch1,47,107,140,32,NA,NA,1379.2,0.659529658
2018,270,12,18,CHEN-135,S5E5_batch2,47,118,135,29,2.0585,3.34,1825.5,1.482572448
2018,291,12,19,CHEN-305,NA,47,118,135,35,1.9365,3.031,1203.7,0.335881866
2018,310,12,20,CHEN-344,S3H5_batch1,53,118,150,25,1.916,2.808,1734.9,1.315492733
2018,331,12,21,CHEN-406,S3E1_batch1,47,118,135,53,1.8775,2.686,1148.4,0.233900539
2018,350,12,22,D-12214,NA,49,118,150,43,1.919,3.008,1286.9,0.489314894
2018,371,12,23,CHEN-400,S4B5_batch1,47,107,145,30,1.906,3.047,1273.4,0.46441891
2018,390,12,24,PI-614936,S6C1_batch2,47,107,150,42,1.5615,2.451,1661.4,1.179947932
2018,411,12,25,D-12298,NA,44,118,120,35,1.8055,2.513,1029.2,0.014078221
2018,430,12,26,D-12407,NA,49,118,160,32,1.988,3.105,2269.8,2.301926944
2018,451,12,27,PI-614888,S50_batch3,44,107,125,27,NA,NA,809.8,-0.390527623
2018,470,12,28,CHEN-227,S5A6_batch2,43,118,100,28.5,1.8605,2.877,1116.1,0.174334592
2018,491,12,29,D-12206,S753_batch3,49,127,160,60,1.988,3.225,1369.6,0.641825848
2018,510,12,30,CHEN-229,NA,51,107,140,45,2.0775,3.503,987.4,-0.063007122
2018,531,12,31,D-9977,S4H1_batch1,47,127,170,32,2.0395,3.239,801.4,-0.406018457
2018,550,12,32,D-12397,S2D11_batch1,47,107,150,47,2.125,4.028,1554.7,0.983177451
2018,611,12,35,PI-614885,S1C9_batch1,44,107,130,30,NA,NA,1397.4,0.693093133
2018,630,12,36,D-12362,S4D6_batch1,44,117,127,35,1.957,2.765,1133.1,0.205685091
2018,651,12,37,BO-60,S3D6_batch1,47,117,140,25,1.8955,2.919,1217.3,0.360962265
2018,691,12,39,Cherry-Vanilla,S3H6_batch1,44,107,125,17.5,1.9965,3.253,820.8,-0.370242006
2018,710,12,40,D-12218,S6H2_batch2,45,110,125,30,2.003,3.171,667.3,-0.653318565
2018,731,12,41,D-11895,NA,44,117,107,35,1.6975,2.392,779.8,-0.445852031
2018,750,12,42,Regalona,S1C5_batch1,43,110,107,20,NA,NA,1352.6,0.610475349
2018,771,12,43,PI-665273,S7A4_batch2,49,117,135,30,2.054,3.455,1114.4,0.171199543
2018,811,12,45,PI-614888,S50_batch3,42,107,115,25,NA,NA,692,-0.607768135
2018,830,12,46,PI-614888,S50_batch3,44,107,120,25,1.842,2.52,570,-0.832754064
2018,851,12,47,Ames-13729,S736_batch3,51,107,140,25,2.014,3.603,436,-1.079869758
2018,870,12,48,Regalona,S1C5_batch1,43,110,100,20,NA,NA,1031.3,0.01795093
2018,891,12,49,PI-510551,S4E5_batch1,45,117,120,58,1.866,2.79,540.9,-0.886418741
2018,910,12,50,Ames-13727,S1G9_batch1,47,117,125,30,2.0025,3.367,2050.6,1.89768993
2018,931,12,51,M2b,NA,54,117,95,34,2.0315,3.194,55.2,-1.782120921
2018,950,12,52,Regalona,S1C5_batch1,41,110,105,23,NA,NA,1402.2,0.701945039
2018,971,12,53,Indian-Quinoa,S1E4_batch1,42,107,125,30,1.926,3.122,1284.8,0.485442185
2018,990,12,54,CHEN-65,S2C2_batch1,53,131,130,54,1.933,2.163,42.6,-1.805357173
2018,1011,12,55,CHEN-224,S2A10_batch1,49,117,125,41,2.06,3.561,1843.4,1.515582679
2018,1030,12,56,Bouchane-1,S3A6_batch1,44,110,115,42,1.991,3.259,832,-0.34958756
2018,1051,12,57,Pasankalla,S193_batch3,46,117,125,48,2.0045,3.523,1074,0.096696005
2018,1070,12,58,D-12021,S3C2_batch1,51,117,125,41,1.9055,2.712,1617.2,1.098436636
2018,1091,12,59,Regalona,S1C5_batch1,33,NA,100,21,NA,NA,616.2,-0.747554475
2018,1110,12,60,CHEN-238,S1D3_batch2,43,117,95,46,1.6945,2.138,823.2,-0.365816053
2018,1131,12,61,D-11951,S5C4_batch2,47,117,140,45,2.0815,3.252,1531.4,0.940208826
2018,29,13,6,D-12348,NA,49,118,140,48,1.8435,2.867,1360,0.624122037
2018,52,13,7,CHEN-331,NA,49,110,135,46,1.804,3.319,1858.8,1.543982542
2018,69,13,8,CHEN-471,KATA3A1_RA5,53,110,115,33,2.1835,3.917,1327.6,0.564371675
2018,92,13,9,CHEN-233,NA,44,118,135,35,1.947,3.397,922.9,-0.181954601
2018,109,13,10,CHEN-220,S2B10_batch1,44,118,130,47,1.8735,2.728,1707,1.264041033
2018,132,13,11,CHEN-427,S3H8_batch1,47,97,110,24,2.079,3.886,1075.8,0.10001547
2018,149,13,12,PI-614885,S1C9_batch1,47,110,130,NA,NA,NA,1038.8,0.031782032
2018,172,13,13,PI-614919,S4F1_batch1,44,118,100,34,1.942,3.191,587.9,-0.799743834
2018,189,13,14,D-10123,NA,47,118,110,60,1.91,2.924,1979.8,1.767124325
2018,212,13,15,D-12243,S1C2_batch1,44,118,100,35,1.8295,2.667,351.5,-1.235700176
2018,229,13,16,D-12030,S5E9_batch2,44,98,145,36,2.0185,4.413,1904.1,1.6275224
2018,252,13,17,D-12259,S7F10_batch2,44,118,100,40,2.1035,3.662,1268.7,0.455751419
2018,269,13,18,PI-614888,S50_batch3,47,110,110,30,NA,NA,506,-0.95077947
2018,292,13,19,Ames-13746,NA,44,110,130,35,1.994,3.323,467.4,-1.021963543
2018,309,13,20,D-11910,NA,53,118,140,38,NA,NA,1092.7,0.131181553
2018,332,13,21,PI-614885,S1C9_batch1,44,110,140,45,NA,NA,1300.4,0.514210878
2018,349,13,22,CHEN-200,NA,47,118,150,40,1.979,3.252,1359.6,0.623384378
2018,372,13,23,D-12138,NA,47,118,145,45,2.0415,3.306,1331.7,0.571932678
2018,389,13,24,Ames-13752,NA,44,110,145,34.5,2.038,3.576,463.1,-1.029893375
2018,412,13,25,CHEN-456,NA,44,118,130,45,1.834,2.609,1568.4,1.008442264
2018,452,13,27,D-11973,S3F9_batch2,45,110,110,30,1.916,3.472,770.4,-0.463187013
2018,469,13,28,CHEN-90,S1B5_batch1,53,118,150,35,2.0995,3.52,2382.4,2.509577892
2018,509,13,30,D-12125,NA,49,118,150,35,2.02,3.279,1800.9,1.437206433
2018,532,13,31,Regalona,S1C5_batch1,43,118,100,18,NA,NA,695.1,-0.602051279
2018,549,13,32,D-12179,S4E2_batch1,45,118,200,35,2.1675,3.447,1088.4,0.123251721
2018,572,13,33,Ames-13751,S2C6_batch1,44,110,110,30,1.922,3.189,517.8,-0.929018536
2018,589,13,34,Ames-13729,S736_batch3,47,110,130,40,1.892,3.111,2277.5,2.316126876
2018,612,13,35,CHEN-357,NA,44,118,155,40,1.893,2.883,1316.7,0.544270473
2018,629,13,36,CHEN-215,S5H9_batch2,53,118,150,40,2.0915,3.497,1957.9,1.726737506
2018,652,13,37,D-12067,S5G11_batch2,44,118,140,40,2.0435,3.01,1783.9,1.405855935
2018,669,13,38,PI-614888,S50_batch3,43,110,116,25,NA,NA,489.5,-0.981207895
2018,692,13,39,Kamiri,S4D10_batch1,44,118,110,30,2.0205,3.351,464.1,-1.028049228
2018,709,13,40,D-12159,NA,44,118,115,30,2.0915,3.665,1931.5,1.678052026
2018,732,13,41,D-12247,NA,56,118,180,45,1.9805,3.25,772.9,-0.458576646
2018,749,13,42,D-12273,S6E14_batch2,43,110,125,30,1.8755,2.923,698.7,-0.59541235
2018,772,13,43,PI-665275,NA,53,131,145,35,1.9295,3.005,1030.2,0.015922368
2018,789,13,44,PI-614888,S50_batch3,43,110,115,30,NA,NA,206.4,-1.5032859
2018,812,13,45,Ames-13756,NA,44,110,125,25,1.9995,3.636,360.3,-1.219471683
2018,829,13,46,Ames-13724,NA,47,110,120,25,1.982,3.348,879.3,-0.262359409
2018,852,13,47,Ames-13726,S1D11_batch1,47,118,150,35,2.062,4.064,1687.4,1.227895753
2018,869,13,48,PI-614922,S2D2_batch2,47,118,70,15,NA,NA,5,-1.874697099
