"iteration","fold","trait","location","pearson","ndcg_at_10","seed","n_test_genotypes"
4,1,"PcleLng_mean","AUS",0.46484192123437,0.759392972071182,1004,106
4,1,"PcleLng_mean","PAK",0.0437127229478481,0.359675596647064,1004,60
4,1,"SdW_mean","AUS",0.26957018114509,0.679661336636347,1004,110
4,1,"SdW_mean","PAK",-0.155577498338402,0.376737023002156,1004,57
4,1,"TGW_mean","AUS",0.626006875923261,0.850059606951739,1004,103
4,1,"TGW_mean","PAK",0.240887073744384,0.712111483613651,1004,57
4,1,"SdLen_mean","AUS",0.578509175182417,0.807035198684994,1004,103
4,1,"SdLen_mean","PAK",0.255504001060164,0.717484505621825,1004,57
4,1,"DTF_mean","AUS",0.288503284436402,0.823981009554182,1004,106
4,1,"DTF_mean","PAK",0.384465985555821,0.717931941398146,1004,60
4,1,"DTH_mean","AUS",0.408875581526755,0.680517709800478,1004,106
4,1,"DTH_mean","PAK",0.358974024965202,0.854719354315692,1004,57
4,1,"PcleLng_blue","AUS",0.484008879502263,0.788836422200718,1004,106
4,1,"PcleLng_blue","PAK",0.0509274689953966,0.360192913449939,1004,60
4,1,"SdW_z_blue","AUS",0.320829238106399,0.636277431425479,1004,110
4,1,"SdW_z_blue","PAK",-0.133317745040263,0.433713995828391,1004,57
4,1,"TGW_blue","AUS",0.624584563979628,0.845384551743231,1004,103
4,1,"TGW_blue","PAK",0.19901015146,0.699759223071511,1004,57
4,1,"SdLen_blue","AUS",0.582208460992158,0.793784666814602,1004,103
4,1,"SdLen_blue","PAK",0.267949475703946,0.692011194208151,1004,57
4,1,"DTF_blue","AUS",0.288787128307708,0.831669432230374,1004,106
4,1,"DTF_blue","PAK",0.305746943231452,0.67370868966133,1004,60
4,1,"DTH_blue","AUS",0.419942384876218,0.711941887596542,1004,106
4,1,"DTH_blue","PAK",0.354441553008199,0.852634638054344,1004,57
4,2,"PcleLng_mean","AUS",0.440654211284466,0.754218093421047,1004,106
4,2,"PcleLng_mean","PAK",0.0249319677398559,0.542166559598819,1004,55
4,2,"SdW_mean","AUS",0.321337507784517,0.723720957534481,1004,108
4,2,"SdW_mean","PAK",-0.0104415402225949,0.444413717518569,1004,52
4,2,"TGW_mean","AUS",0.465637585123283,0.743359946330352,1004,105
4,2,"TGW_mean","PAK",0.0646540447258582,0.675554415131987,1004,52
4,2,"SdLen_mean","AUS",0.508278982799987,0.781452324856988,1004,105
4,2,"SdLen_mean","PAK",-0.0354603394208291,0.549943985839898,1004,52
4,2,"DTF_mean","AUS",0.33579701436201,0.919930580179707,1004,106
4,2,"DTF_mean","PAK",0.37428963083213,0.726656514344551,1004,55
4,2,"DTH_mean","AUS",0.413389344961133,0.680247682828057,1004,105
4,2,"DTH_mean","PAK",0.255947755749838,0.860044444181462,1004,52
4,2,"PcleLng_blue","AUS",0.438282673273399,0.750708471191804,1004,106
4,2,"PcleLng_blue","PAK",0.0289750244094662,0.498029323878312,1004,55
4,2,"SdW_z_blue","AUS",0.384978399639533,0.735579831417426,1004,108
4,2,"SdW_z_blue","PAK",-0.044694015927094,0.500878100748692,1004,52
4,2,"TGW_blue","AUS",0.460439179498716,0.731566121536888,1004,105
4,2,"TGW_blue","PAK",0.0605199185436633,0.659305140923355,1004,52
4,2,"SdLen_blue","AUS",0.523693759994975,0.782307947785337,1004,105
4,2,"SdLen_blue","PAK",-0.0678343286446511,0.566251228977889,1004,52
4,2,"DTF_blue","AUS",0.336085506221109,0.91850568108669,1004,106
4,2,"DTF_blue","PAK",0.428261103541974,0.752792983494854,1004,55
4,2,"DTH_blue","AUS",0.414580737011542,0.678969640865049,1004,105
4,2,"DTH_blue","PAK",0.230566351936965,0.870861322640993,1004,52
4,3,"PcleLng_mean","AUS",0.436874945808165,0.649720048183294,1004,104
4,3,"PcleLng_mean","PAK",0.353481516182835,0.637263937605438,1004,55
4,3,"SdW_mean","AUS",0.323801498824442,0.751301634331544,1004,106
4,3,"SdW_mean","PAK",0.15768364592116,0.558827916405073,1004,54
4,3,"TGW_mean","AUS",0.407102428028771,0.811294929470855,1004,101
4,3,"TGW_mean","PAK",0.0416343946261576,0.6639910890834,1004,54
4,3,"SdLen_mean","AUS",0.454568126946702,0.772633236448493,1004,101
4,3,"SdLen_mean","PAK",0.0822806352653771,0.641646787003249,1004,54
4,3,"DTF_mean","AUS",0.248998661714818,0.775123850107172,1004,104
4,3,"DTF_mean","PAK",0.275042488381193,0.806642276741371,1004,56
4,3,"DTH_mean","AUS",0.413019657386494,0.709753179597177,1004,103
4,3,"DTH_mean","PAK",0.310374346705551,0.783547031509535,1004,55
4,3,"PcleLng_blue","AUS",0.447228043047284,0.634780892001613,1004,104
4,3,"PcleLng_blue","PAK",0.378815975080079,0.618838514412708,1004,55
4,3,"SdW_z_blue","AUS",0.329715539491025,0.74254743148721,1004,106
4,3,"SdW_z_blue","PAK",0.226110282021081,0.587863090472762,1004,54
4,3,"TGW_blue","AUS",0.402283853482194,0.805427146114956,1004,101
4,3,"TGW_blue","PAK",0.0518900192775559,0.674780294647737,1004,54
4,3,"SdLen_blue","AUS",0.451381178851072,0.760929045839881,1004,101
4,3,"SdLen_blue","PAK",0.0957616072774749,0.674182364523138,1004,54
4,3,"DTF_blue","AUS",0.244572360917571,0.830759174464308,1004,104
4,3,"DTF_blue","PAK",0.378030121767062,0.828324516662017,1004,56
4,3,"DTH_blue","AUS",0.427389571264048,0.674100692073913,1004,103
4,3,"DTH_blue","PAK",0.335949457302142,0.787974982031238,1004,55
4,4,"PcleLng_mean","AUS",0.221678022832475,0.520286429331953,1004,100
4,4,"PcleLng_mean","PAK",0.040603552456529,0.572159824433408,1004,68
4,4,"SdW_mean","AUS",0.264248670945934,0.539841959950097,1004,104
4,4,"SdW_mean","PAK",0.0207263479532069,0.454244994063691,1004,64
4,4,"TGW_mean","AUS",0.493677270577889,0.788993705452732,1004,100
4,4,"TGW_mean","PAK",0.197536431439585,0.65619349441542,1004,64
4,4,"SdLen_mean","AUS",0.463102940319424,0.72070159325567,1004,100
4,4,"SdLen_mean","PAK",0.130149279091669,0.638904591236295,1004,64
4,4,"DTF_mean","AUS",0.178783304868131,0.753781027445388,1004,100
4,4,"DTF_mean","PAK",0.394537427535332,0.861420455203049,1004,67
4,4,"DTH_mean","AUS",0.274867046876901,0.692039980687766,1004,100
4,4,"DTH_mean","PAK",0.450704995534489,0.924256115022805,1004,65
4,4,"PcleLng_blue","AUS",0.21352398765875,0.492317889841781,1004,100
4,4,"PcleLng_blue","PAK",0.0700475560708302,0.57076778397843,1004,68
4,4,"SdW_z_blue","AUS",0.255655505785679,0.536336805680787,1004,104
4,4,"SdW_z_blue","PAK",-0.0199391970020656,0.483038794166016,1004,64
4,4,"TGW_blue","AUS",0.487614675758382,0.769364646308276,1004,100
4,4,"TGW_blue","PAK",0.205035906436647,0.666617295588808,1004,64
4,4,"SdLen_blue","AUS",0.449036798626176,0.746861464118513,1004,100
4,4,"SdLen_blue","PAK",0.152574498757222,0.636616737914145,1004,64
4,4,"DTF_blue","AUS",0.166763288285385,0.734447547882376,1004,100
4,4,"DTF_blue","PAK",0.432104553115908,0.878332228278799,1004,67
4,4,"DTH_blue","AUS",0.278894916781883,0.695352442893078,1004,100
4,4,"DTH_blue","PAK",0.444295657748975,0.915543371599097,1004,65
4,5,"PcleLng_mean","AUS",0.265095907637045,0.550183407868851,1004,101
4,5,"PcleLng_mean","PAK",-0.149397522550546,0.485840299101693,1004,59
4,5,"SdW_mean","AUS",0.511267709693571,0.760822042504239,1004,107
4,5,"SdW_mean","PAK",0.104169706750958,0.749342954839948,1004,54
4,5,"TGW_mean","AUS",0.439163859119168,0.783462977141961,1004,97
4,5,"TGW_mean","PAK",0.00967538547433903,0.63906231281967,1004,54
4,5,"SdLen_mean","AUS",0.482183343378134,0.805889994770584,1004,97
4,5,"SdLen_mean","PAK",0.195451372616652,0.685549208255578,1004,54
4,5,"DTF_mean","AUS",0.203063150237968,0.756074971143736,1004,101
4,5,"DTF_mean","PAK",0.27193603052405,0.812678637970416,1004,60
4,5,"DTH_mean","AUS",0.30406623647673,0.729436929384956,1004,98
4,5,"DTH_mean","PAK",0.236264816454512,0.854909200722152,1004,56
4,5,"PcleLng_blue","AUS",0.268636456264701,0.575451306401784,1004,101
4,5,"PcleLng_blue","PAK",-0.11168198448993,0.435774049539518,1004,59
4,5,"SdW_z_blue","AUS",0.50680510914824,0.748920721555423,1004,107
4,5,"SdW_z_blue","PAK",0.186990543708985,0.71280193180811,1004,54
4,5,"TGW_blue","AUS",0.43841678210598,0.749755850826894,1004,97
4,5,"TGW_blue","PAK",0.0740028307778634,0.6537199204412,1004,54
4,5,"SdLen_blue","AUS",0.498671567819841,0.80771943134536,1004,97
4,5,"SdLen_blue","PAK",0.222231324571934,0.679030851121475,1004,54
4,5,"DTF_blue","AUS",0.230937698486973,0.840655271265426,1004,101
4,5,"DTF_blue","PAK",0.311550122262987,0.828878511375907,1004,60
4,5,"DTH_blue","AUS",0.314392438611148,0.714670269522925,1004,98
4,5,"DTH_blue","PAK",0.249053104472159,0.848334719118546,1004,56
5,1,"PcleLng_mean","AUS",0.475462699454291,0.608472882383477,1005,106
5,1,"PcleLng_mean","PAK",-0.0140586900171743,0.285368282287668,1005,58
5,1,"SdW_mean","AUS",0.407429062595831,0.778997130673441,1005,108
5,1,"SdW_mean","PAK",0.19094523713537,0.678215451274276,1005,56
5,1,"TGW_mean","AUS",0.336676480462665,0.553049317960906,1005,103
5,1,"TGW_mean","PAK",0.128656431223856,0.615695934622851,1005,56
5,1,"SdLen_mean","AUS",0.357868438041552,0.529652437932344,1005,103
5,1,"SdLen_mean","PAK",0.261932077466902,0.763468813279615,1005,56
5,1,"DTF_mean","AUS",0.216396983657948,0.678276628570263,1005,106
5,1,"DTF_mean","PAK",0.364661045801435,0.797948283835767,1005,58
5,1,"DTH_mean","AUS",0.388179334516156,0.827673771525023,1005,105
5,1,"DTH_mean","PAK",0.333184286544793,0.87860948417845,1005,56
5,1,"PcleLng_blue","AUS",0.475080510621688,0.566103802809628,1005,106
5,1,"PcleLng_blue","PAK",0.00962781920983295,0.28254508883212,1005,58
5,1,"SdW_z_blue","AUS",0.408663928720455,0.760469229679107,1005,108
5,1,"SdW_z_blue","PAK",0.166597944114714,0.681051509311562,1005,56
5,1,"TGW_blue","AUS",0.341588759288761,0.551390178053757,1005,103
5,1,"TGW_blue","PAK",0.112279980965775,0.603710576194161,1005,56
5,1,"SdLen_blue","AUS",0.366308347507637,0.525531128099138,1005,103
5,1,"SdLen_blue","PAK",0.274867610350896,0.76267363809954,1005,56
5,1,"DTF_blue","AUS",0.202429857414251,0.737160109558952,1005,106
5,1,"DTF_blue","PAK",0.355359062300218,0.787602412184282,1005,58
5,1,"DTH_blue","AUS",0.391527534563194,0.825190559496777,1005,105
5,1,"DTH_blue","PAK",0.320631019857648,0.864762187240717,1005,56
5,2,"PcleLng_mean","AUS",0.36419390796172,0.585928302454337,1005,104
5,2,"PcleLng_mean","PAK",0.15888697291012,0.508571805590484,1005,64
5,2,"SdW_mean","AUS",0.240722080543766,0.684461978678648,1005,106
5,2,"SdW_mean","PAK",0.0906457130713396,0.515317317697967,1005,59
5,2,"TGW_mean","AUS",0.537871947399144,0.773526759428967,1005,102
5,2,"TGW_mean","PAK",0.111313391431603,0.648928183785262,1005,59
5,2,"SdLen_mean","AUS",0.51277455746859,0.762428337142124,1005,102
5,2,"SdLen_mean","PAK",0.152169550263253,0.555447069847507,1005,59
5,2,"DTF_mean","AUS",0.204091807872855,0.750870379117149,1005,104
5,2,"DTF_mean","PAK",0.36120480427736,0.73751260828238,1005,64
5,2,"DTH_mean","AUS",0.415221397940301,0.684108856654391,1005,101
5,2,"DTH_mean","PAK",0.403398162635985,0.899845884696914,1005,62
5,2,"PcleLng_blue","AUS",0.337656277370127,0.632768114503426,1005,104
5,2,"PcleLng_blue","PAK",0.216211406273735,0.499640949846356,1005,64
5,2,"SdW_z_blue","AUS",0.285664850340143,0.662700994861788,1005,106
5,2,"SdW_z_blue","PAK",0.163997570780368,0.558303448390096,1005,59
5,2,"TGW_blue","AUS",0.532493611106835,0.750007124839118,1005,102
5,2,"TGW_blue","PAK",0.112492205292305,0.623999143448408,1005,59
5,2,"SdLen_blue","AUS",0.507897095054424,0.77443461140987,1005,102
5,2,"SdLen_blue","PAK",0.13037034004615,0.530021195598885,1005,59
5,2,"DTF_blue","AUS",0.198720728869381,0.76785004196299,1005,104
5,2,"DTF_blue","PAK",0.366153407664887,0.775517998166963,1005,64
5,2,"DTH_blue","AUS",0.427066741888263,0.698724332657814,1005,101
5,2,"DTH_blue","PAK",0.416331723909441,0.89841413313053,1005,62
5,3,"PcleLng_mean","AUS",0.319721581791863,0.64559885438213,1005,105
5,3,"PcleLng_mean","PAK",0.207280928227917,0.711639107981466,1005,51
5,3,"SdW_mean","AUS",0.380840586815265,0.755738600459577,1005,107
5,3,"SdW_mean","PAK",-0.0947171337210132,0.376333167053899,1005,50
5,3,"TGW_mean","AUS",0.488794412223288,0.898708347103486,1005,103
5,3,"TGW_mean","PAK",0.224942388360974,0.71724431612367,1005,50
5,3,"SdLen_mean","AUS",0.514576340360667,0.838956631689686,1005,103
5,3,"SdLen_mean","PAK",0.116040453451172,0.721123685175495,1005,50
5,3,"DTF_mean","AUS",0.350539714491818,0.765978807247285,1005,105
5,3,"DTF_mean","PAK",0.395679769558412,0.874318161388609,1005,51
5,3,"DTH_mean","AUS",0.277576835469191,0.59994308827105,1005,103
5,3,"DTH_mean","PAK",0.548172832309743,0.925102190027089,1005,51
5,3,"PcleLng_blue","AUS",0.342449246057705,0.640374063666582,1005,105
5,3,"PcleLng_blue","PAK",0.192324615130948,0.715310296416032,1005,51
5,3,"SdW_z_blue","AUS",0.393585069751516,0.771057609365121,1005,107
5,3,"SdW_z_blue","PAK",-0.0934660155556477,0.379603125591412,1005,50
5,3,"TGW_blue","AUS",0.48991839397669,0.897998128490997,1005,103
5,3,"TGW_blue","PAK",0.232167824363117,0.743291205912165,1005,50
5,3,"SdLen_blue","AUS",0.510579949042004,0.834645076846693,1005,103
5,3,"SdLen_blue","PAK",0.16639355621722,0.704379582189298,1005,50
5,3,"DTF_blue","AUS",0.34529364188156,0.787288622459696,1005,105
5,3,"DTF_blue","PAK",0.537141035403671,0.883135912747275,1005,51
5,3,"DTH_blue","AUS",0.290054513014859,0.549878160549251,1005,103
5,3,"DTH_blue","PAK",0.532348894486395,0.926180481326661,1005,51
5,4,"PcleLng_mean","AUS",0.353053491157976,0.658697799908379,1005,101
5,4,"PcleLng_mean","PAK",0.0593769728758126,0.564359245490503,1005,54
5,4,"SdW_mean","AUS",0.265864260432322,0.629569090803119,1005,105
5,4,"SdW_mean","PAK",-0.0937468754607351,0.395739917799005,1005,51
5,4,"TGW_mean","AUS",0.552069019133483,0.772065364447632,1005,98
5,4,"TGW_mean","PAK",0.100781698708463,0.773837371261333,1005,51
5,4,"SdLen_mean","AUS",0.550417032430192,0.847680635951147,1005,98
5,4,"SdLen_mean","PAK",0.15396100926797,0.796884956044364,1005,51
5,4,"DTF_mean","AUS",0.259676208987919,0.89505103047206,1005,101
5,4,"DTF_mean","PAK",0.37383075427179,0.904968057863378,1005,56
5,4,"DTH_mean","AUS",0.274372291243544,0.710537840029804,1005,102
5,4,"DTH_mean","PAK",0.129974877789436,0.842700298072987,1005,51
5,4,"PcleLng_blue","AUS",0.357444026126441,0.64330693427696,1005,101
5,4,"PcleLng_blue","PAK",0.0881248779026784,0.570227264162105,1005,54
5,4,"SdW_z_blue","AUS",0.274959966811213,0.59578146801688,1005,105
5,4,"SdW_z_blue","PAK",-0.0831583681498691,0.471997504153641,1005,51
5,4,"TGW_blue","AUS",0.54255664181754,0.770585511393867,1005,98
5,4,"TGW_blue","PAK",0.11490396581511,0.791759218766362,1005,51
5,4,"SdLen_blue","AUS",0.552440363419349,0.846864214117355,1005,98
5,4,"SdLen_blue","PAK",0.175284158744205,0.797248053730412,1005,51
5,4,"DTF_blue","AUS",0.261160972209561,0.927221392011168,1005,101
5,4,"DTF_blue","PAK",0.31631613780035,0.878634948699683,1005,56
5,4,"DTH_blue","AUS",0.282339672448814,0.713871396827474,1005,102
5,4,"DTH_blue","PAK",0.142263416270113,0.828537791607344,1005,51
5,5,"PcleLng_mean","AUS",0.294889245340103,0.64064797566127,1005,101
5,5,"PcleLng_mean","PAK",-0.0646066774388299,0.41783359673652,1005,70
5,5,"SdW_mean","AUS",0.408161778303861,0.805266864333388,1005,109
5,5,"SdW_mean","PAK",-0.158874816025198,0.53185790250026,1005,65
5,5,"TGW_mean","AUS",0.482950155223091,0.835059759817318,1005,100
5,5,"TGW_mean","PAK",0.0767091698572178,0.760454943065324,1005,65
5,5,"SdLen_mean","AUS",0.45940588666595,0.822254200036921,1005,100
5,5,"SdLen_mean","PAK",-0.0532902793145925,0.537175745158347,1005,65
5,5,"DTF_mean","AUS",0.195463481378691,0.708579723337856,1005,101
5,5,"DTF_mean","PAK",0.22105345760813,0.730170472844727,1005,69
5,5,"DTH_mean","AUS",0.435353373522107,0.746998506184904,1005,101
5,5,"DTH_mean","PAK",0.235803010586634,0.736185591598721,1005,65
5,5,"PcleLng_blue","AUS",0.307387528730497,0.686574621605007,1005,101
5,5,"PcleLng_blue","PAK",-0.0622713956267362,0.455613158455326,1005,70
5,5,"SdW_z_blue","AUS",0.421867111014628,0.77036180468927,1005,109
5,5,"SdW_z_blue","PAK",-0.0754835822284404,0.589615932157596,1005,65
5,5,"TGW_blue","AUS",0.478526937581976,0.832417625285705,1005,100
5,5,"TGW_blue","PAK",0.103786344817675,0.767797759490014,1005,65
5,5,"SdLen_blue","AUS",0.466449022315113,0.844498320519509,1005,100
5,5,"SdLen_blue","PAK",-0.0506022545786359,0.557064312688853,1005,65
5,5,"DTF_blue","AUS",0.185073912109864,0.744234809685555,1005,101
5,5,"DTF_blue","PAK",0.2420087727675,0.706636273953892,1005,69
5,5,"DTH_blue","AUS",0.441452292902668,0.744428192644798,1005,101
5,5,"DTH_blue","PAK",0.250867199293133,0.741247211461678,1005,65
6,1,"PcleLng_mean","AUS",0.500922638462264,0.671744070526911,1006,104
6,1,"PcleLng_mean","PAK",0.0778251745701174,0.605624430338844,1006,63
6,1,"SdW_mean","AUS",0.509505215275382,0.857262376600837,1006,109
6,1,"SdW_mean","PAK",0.255521488953382,0.651126003476584,1006,54
6,1,"TGW_mean","AUS",0.465881479509241,0.662845040404044,1006,102
6,1,"TGW_mean","PAK",0.0674985654567359,0.594033028292854,1006,54
6,1,"SdLen_mean","AUS",0.53367419085457,0.821733471091822,1006,102
6,1,"SdLen_mean","PAK",0.209952994479616,0.628303743050336,1006,54
6,1,"DTF_mean","AUS",0.29895257223504,0.629331612664902,1006,104
6,1,"DTF_mean","PAK",0.593371689541023,0.879176570052402,1006,62
6,1,"DTH_mean","AUS",0.547898069301401,0.804836772694906,1006,104
6,1,"DTH_mean","PAK",0.572027490208575,0.872299131219249,1006,56
6,1,"PcleLng_blue","AUS",0.50863691187827,0.595158737307163,1006,104
6,1,"PcleLng_blue","PAK",0.116157046703285,0.5487149343142,1006,63
6,1,"SdW_z_blue","AUS",0.498470447460017,0.826547684165226,1006,109
6,1,"SdW_z_blue","PAK",0.200396009868115,0.675578702672924,1006,54
6,1,"TGW_blue","AUS",0.472482347603209,0.665374817621216,1006,102
6,1,"TGW_blue","PAK",0.0903816540700336,0.590301030406414,1006,54
6,1,"SdLen_blue","AUS",0.538632913937532,0.827824738666328,1006,102
6,1,"SdLen_blue","PAK",0.225005540877499,0.661932774858426,1006,54
6,1,"DTF_blue","AUS",0.282831441212643,0.706807299185241,1006,104
6,1,"DTF_blue","PAK",0.612491187495678,0.889709534024499,1006,62
6,1,"DTH_blue","AUS",0.547838203218303,0.792751569125961,1006,104
6,1,"DTH_blue","PAK",0.566305329399951,0.879514573848121,1006,56
6,2,"PcleLng_mean","AUS",0.339571441308986,0.645779556115709,1006,104
6,2,"PcleLng_mean","PAK",0.00617208187466461,0.450441302626833,1006,59
6,2,"SdW_mean","AUS",0.424350543984914,0.728028321469195,1006,107
6,2,"SdW_mean","PAK",-0.0975157407975425,0.524194974689964,1006,55
6,2,"TGW_mean","AUS",0.475822415275552,0.764130739246854,1006,103
6,2,"TGW_mean","PAK",-0.059993269669362,0.662070708155877,1006,55
6,2,"SdLen_mean","AUS",0.501694215801422,0.827531928092926,1006,103
6,2,"SdLen_mean","PAK",0.143524694628527,0.852162514177165,1006,55
6,2,"DTF_mean","AUS",0.27438712546916,0.772058893842265,1006,104
6,2,"DTF_mean","PAK",0.364407883402128,0.810451616441705,1006,61
6,2,"DTH_mean","AUS",0.293325548338172,0.613120158873846,1006,101
6,2,"DTH_mean","PAK",0.418055280718119,0.846934079442258,1006,57
6,2,"PcleLng_blue","AUS",0.336562976795733,0.7329641542212,1006,104
6,2,"PcleLng_blue","PAK",0.114455325273431,0.501331969641272,1006,59
6,2,"SdW_z_blue","AUS",0.461692852373573,0.735541941845921,1006,107
6,2,"SdW_z_blue","PAK",-0.0348715415977713,0.562975009841497,1006,55
6,2,"TGW_blue","AUS",0.475780076690841,0.744829182547649,1006,103
6,2,"TGW_blue","PAK",-0.00991793031365191,0.705052426840178,1006,55
6,2,"SdLen_blue","AUS",0.501455796813581,0.813249462795128,1006,103
6,2,"SdLen_blue","PAK",0.184236409379981,0.833774731464483,1006,55
6,2,"DTF_blue","AUS",0.257561335126368,0.79783767592413,1006,104
6,2,"DTF_blue","PAK",0.461692415954678,0.717727347461521,1006,61
6,2,"DTH_blue","AUS",0.29864813582703,0.633214394690958,1006,101
6,2,"DTH_blue","PAK",0.454501718223027,0.855869971733043,1006,57
6,3,"PcleLng_mean","AUS",0.217083703519448,0.470177585691503,1006,104
6,3,"PcleLng_mean","PAK",-0.179279046653365,0.439309491016054,1006,60
6,3,"SdW_mean","AUS",0.12950328944365,0.627674029022297,1006,108
6,3,"SdW_mean","PAK",0.0931973745672768,0.490708355631178,1006,59
6,3,"TGW_mean","AUS",0.466520372390367,0.749032615778309,1006,102
6,3,"TGW_mean","PAK",0.332843223592748,0.74497808675137,1006,59
6,3,"SdLen_mean","AUS",0.443780103683113,0.76268268548954,1006,102
6,3,"SdLen_mean","PAK",0.0321839753134547,0.628892645608616,1006,59
6,3,"DTF_mean","AUS",0.182192024521397,0.862336270470136,1006,104
6,3,"DTF_mean","PAK",0.215259283473198,0.795934456093025,1006,59
6,3,"DTH_mean","AUS",0.125642069492241,0.701471567896872,1006,103
6,3,"DTH_mean","PAK",0.116310578280267,0.767258523373309,1006,59
6,3,"PcleLng_blue","AUS",0.198371683128585,0.461504751745704,1006,104
6,3,"PcleLng_blue","PAK",-0.19404913288952,0.477408481632568,1006,60
6,3,"SdW_z_blue","AUS",0.181841127014482,0.603325764638335,1006,108
6,3,"SdW_z_blue","PAK",0.175620573267295,0.526963720926265,1006,59
6,3,"TGW_blue","AUS",0.460487778601318,0.756629215899902,1006,102
6,3,"TGW_blue","PAK",0.306595679220541,0.749401665487068,1006,59
6,3,"SdLen_blue","AUS",0.44986197259975,0.739761252016377,1006,102
6,3,"SdLen_blue","PAK",0.0328565671779313,0.616890872797288,1006,59
6,3,"DTF_blue","AUS",0.181400096551008,0.9041065454449,1006,104
6,3,"DTF_blue","PAK",0.226032571536867,0.797141083132689,1006,59
6,3,"DTH_blue","AUS",0.123218687771759,0.688853046932418,1006,103
6,3,"DTH_blue","PAK",0.108944973765232,0.762739925191586,1006,59
6,4,"PcleLng_mean","AUS",0.34697291262561,0.690440396868403,1006,102
6,4,"PcleLng_mean","PAK",0.307121522090493,0.644197409237425,1006,63
6,4,"SdW_mean","AUS",0.329377835381285,0.617395803772272,1006,107
6,4,"SdW_mean","PAK",-0.103019916440731,0.441263293834393,1006,63
6,4,"TGW_mean","AUS",0.483994604398429,0.789030293015713,1006,101
6,4,"TGW_mean","PAK",0.218607806687796,0.694571624896423,1006,63
6,4,"SdLen_mean","AUS",0.429485812289008,0.741248003880791,1006,101
6,4,"SdLen_mean","PAK",0.113784481064381,0.598219851519746,1006,63
6,4,"DTF_mean","AUS",0.19442235730355,0.782497264200062,1006,102
6,4,"DTF_mean","PAK",0.048115740679077,0.841175877464767,1006,63
6,4,"DTH_mean","AUS",0.313163017886771,0.760849415690394,1006,102
6,4,"DTH_mean","PAK",0.299462210352625,0.860600859871807,1006,63
6,4,"PcleLng_blue","AUS",0.328970484563775,0.671487500926747,1006,102
6,4,"PcleLng_blue","PAK",0.295158246515633,0.617965496674451,1006,63
6,4,"SdW_z_blue","AUS",0.369669253521664,0.632658302087676,1006,107
6,4,"SdW_z_blue","PAK",-0.136905728008029,0.483137857277249,1006,63
6,4,"TGW_blue","AUS",0.477268683653759,0.761552117927106,1006,101
6,4,"TGW_blue","PAK",0.212517840743412,0.683955184383771,1006,63
6,4,"SdLen_blue","AUS",0.424418578800328,0.753104177365605,1006,101
6,4,"SdLen_blue","PAK",0.120242427222292,0.581633229481987,1006,63
6,4,"DTF_blue","AUS",0.222106966875576,0.810746868948265,1006,102
6,4,"DTF_blue","PAK",0.0896557105692367,0.816030569564924,1006,63
6,4,"DTH_blue","AUS",0.31678012031418,0.758434144316276,1006,102
6,4,"DTH_blue","PAK",0.288852180477665,0.855631246584596,1006,63
6,5,"PcleLng_mean","AUS",0.334747768972211,0.652354278143741,1006,103
6,5,"PcleLng_mean","PAK",0.0470487888681742,0.524803477474811,1006,52
6,5,"SdW_mean","AUS",0.312301635486642,0.756921334928985,1006,104
6,5,"SdW_mean","PAK",-0.133640916504104,0.486255106069885,1006,50
6,5,"TGW_mean","AUS",0.532598700268501,0.862256079189875,1006,98
6,5,"TGW_mean","PAK",-0.0862414355243072,0.574623989398673,1006,50
6,5,"SdLen_mean","AUS",0.569568445548517,0.840619892053908,1006,98
6,5,"SdLen_mean","PAK",0.179782990266058,0.649074271413439,1006,50
6,5,"DTF_mean","AUS",0.27662356650522,0.807892805682524,1006,103
6,5,"DTF_mean","PAK",0.350402158103864,0.695995772107622,1006,53
6,5,"DTH_mean","AUS",0.449835599920882,0.841139685211744,1006,102
6,5,"DTH_mean","PAK",0.320563657971746,0.910244231505445,1006,50
6,5,"PcleLng_blue","AUS",0.341907098493021,0.65965261026044,1006,103
6,5,"PcleLng_blue","PAK",0.0289539506968224,0.533800846836919,1006,52
6,5,"SdW_z_blue","AUS",0.290464251885092,0.755149514686037,1006,104
6,5,"SdW_z_blue","PAK",-0.0820693670442129,0.471894854525828,1006,50
6,5,"TGW_blue","AUS",0.535712630603507,0.886640356733676,1006,98
6,5,"TGW_blue","PAK",-0.0888823771241817,0.577139533803274,1006,50
6,5,"SdLen_blue","AUS",0.584081035230378,0.84167918887815,1006,98
6,5,"SdLen_blue","PAK",0.165545210664155,0.692747191279536,1006,50
6,5,"DTF_blue","AUS",0.26919822683129,0.825828688949008,1006,103
6,5,"DTF_blue","PAK",0.351973447959444,0.748258503957416,1006,53
6,5,"DTH_blue","AUS",0.463788209428574,0.842446642123108,1006,102
6,5,"DTH_blue","PAK",0.295851524612765,0.89485687006875,1006,50
7,1,"PcleLng_mean","AUS",0.299438150712857,0.585624951465734,1007,100
7,1,"PcleLng_mean","PAK",-0.0696425586957075,0.635354946446444,1007,66
7,1,"SdW_mean","AUS",0.436468633115945,0.823353868755029,1007,107
7,1,"SdW_mean","PAK",0.159858281310852,0.563589606341251,1007,62
7,1,"TGW_mean","AUS",0.511215802185279,0.772836330295935,1007,97
7,1,"TGW_mean","PAK",0.136053644201438,0.673111154038209,1007,62
7,1,"SdLen_mean","AUS",0.473674941947861,0.779948078960545,1007,97
7,1,"SdLen_mean","PAK",0.0744977323175659,0.682771165563323,1007,62
