"environment","location","year","SampleName","DTF_mean","DTF_blue","DTH_mean","DTH_blue","PtHt_mean","PtHt_blue","PcleLng_mean","PcleLng_blue","SdLen_mean","SdLen_blue","TGW_mean","TGW_blue","SdW_mean","SdW_z_mean","SdW_z_blue"
"PAK_2019","PAK","2019","S3H3_batch1",90,86.37,139,131.44,76,72.4,23.19,24.2,1.9,1.9,3,2.46,16.67,-0.03,-0.99
"PAK_2019","PAK","2019","S1F6_batch1",NA,NA,138,152.37,NA,NA,30.18,36.22,1.92,1.9,1.98,2.28,8.74,-0.8,-0.1
"PAK_2019","PAK","2019","S1C6_batch1",90,88.87,128,131.19,NA,NA,40.8,34.1,1.7,1.88,2.8,2.62,10.67,-0.61,-0.06
"PAK_2019","PAK","2019","KATRC10",91,90.62,128,135.44,NA,NA,18.2,32.45,1.76,2.04,2.56,2.62,15,-0.19,0.38
"PAK_2019","PAK","2019","S1D11_batch1",93,92.37,131,127.69,69,81.65,30.67,31.32,2.06,2.08,2.75,2.75,8.87,-0.79,-0.05
"PAK_2019","PAK","2019","S1G9_batch1",89,89.65,128,129.26,NA,NA,37.5,30.91,2.06,2.17,3.15,2.52,18.33,0.13,0.1
"PAK_2019","PAK","2019","S736_batch3",95,97.62,159,150.69,97,113.65,33.64,34.81,1.87,1.93,2.5,2.55,10,-0.68,-0.9
"PAK_2019","PAK","2019","S1C8_batch1",93,85.62,138,135.44,69,72.15,23.54,25.79,2.4,2.23,3.6,3.02,28.33,1.1,0.53
"PAK_2019","PAK","2019","S2A4_batch1",92,92.37,137,135.44,95,98.9,28.54,33.54,1.9,2.08,2.23,2.79,8.33,-0.84,0.06
"PAK_2019","PAK","2019","S2D9_batch1",90,90.62,135,137.69,107,91.65,28.85,26.62,2,1.91,2.4,2.71,11.67,-0.52,-0.17
"PAK_2019","PAK","2019","S1B3_batch1",91,96.87,143,147.69,121,95.9,24.54,31.29,1.96,1.97,2.31,2.35,11.67,-0.52,-0.03
"PAK_2019","PAK","2019","S4F11_batch1",90,95.12,145,145.44,90,104.15,30.25,38.97,2.03,1.98,2.55,2.45,11.67,-0.52,-0.38
"PAK_2019","PAK","2019","S1F7_batch1",93,95.87,138,140.69,105,105.4,31.24,32.71,2,2.01,2.4,2.54,8.33,-0.84,0.68
"PAK_2019","PAK","2019","S2E6_batch1",91,83.87,138,137.69,84,83.65,31.57,28.8,1.9,1.89,3.15,3.12,13.33,-0.36,0.52
"PAK_2019","PAK","2019","S4F8_batch1",91,92.37,160,137.69,117,105.4,40.72,32.58,2.03,2.07,2.75,2.85,16.67,-0.03,0.38
"PAK_2019","PAK","2019","S1B8_batch1",93,91.62,128,136.19,NA,NA,28.7,30.83,1.96,2.04,3.4,3.34,13.33,-0.36,0.28
"PAK_2019","PAK","2019","S1A6_batch1",91,87.62,133,130.44,81,90.15,29.53,37.54,2.16,2.05,3.43,2.85,20,0.29,1.03
"PAK_2019","PAK","2019","S1E6_batch1",91,82.12,141,135.19,109,92.4,32.41,32.76,1.97,1.87,3.25,2.7,11.67,-0.52,-0.51
"PAK_2019","PAK","2019","S2H5_batch1",91,100.37,159,145.69,87,109.4,30.74,34.84,2.03,1.95,3.01,3.14,18.33,0.13,0.15
"PAK_2019","PAK","2019","S1H7_batch1",90,91.62,131,131.44,96,96.65,36.1,40.93,2.03,1.95,2.8,3.12,15,-0.19,1.26
"PAK_2019","PAK","2019","S2C6_batch1",91,89.62,133,139.69,81,98.4,32.43,31.51,2.1,1.96,3.4,2.68,13.33,-0.36,0.3
"PAK_2019","PAK","2019","S1G6_batch1",92,94.62,141,153.94,110,111.65,31.73,33.84,2.03,1.97,2.65,2.69,26.67,0.94,-0.11
"PAK_2019","PAK","2019","S2G4_batch1",91,85.89,138,156.37,84,103.86,26.43,29.3,2,2.02,2.75,2.79,11.67,-0.52,0.09
"PAK_2019","PAK","2019","S2E4_batch1",91,94.12,155,140.44,117,103.15,44.84,32.86,2.03,2,3.1,2.73,31.67,1.42,0.95
"PAK_2019","PAK","2019","S3D5_batch1",91,92.37,160,147.69,110,113.15,47.81,39.11,1.93,2.07,2.2,2.57,23.33,0.61,0
"PAK_2019","PAK","2019","S744_batch3",91,92.57,152,160.08,102,96.94,43.64,35.36,2.23,2.05,3,2.68,18.33,0.13,-0.27
"PAK_2019","PAK","2019","S757_batch3",91,94.12,137,145.19,133,138.65,40.72,38.83,1.9,1.86,2.88,2.83,28.33,1.1,-0.19
"PAK_2019","PAK","2019","S1G10_batch1",91,89.65,146,142.93,106,110.97,30.5,36.24,1.86,1.85,2.3,2.52,13.33,-0.36,-0.12
"PAK_2019","PAK","2019","S2G6_batch1",91,84.37,148,138.44,109,99.65,23.49,37.78,1.63,1.91,1.65,2.75,3.33,-1.32,-0.73
"PAK_2019","PAK","2019","S2G2_batch1",93,84.12,NA,NA,NA,NA,5.12,16.18,1.86,1.97,3.12,2.98,3.89,-1.27,-0.6
"PAK_2019","PAK","2019","S4H9_batch1",90,94.37,131,131.69,111,88.65,39.33,28.99,2.06,1.79,2.75,2.42,11.67,-0.52,0.08
"PAK_2019","PAK","2019","S1D10_batch1",101,88.12,129,143.69,98,106.9,27.62,31.81,1.86,1.9,2.85,2.63,6.67,-1,-0.81
"PAK_2019","PAK","2019","S1A9_batch1",89,84.87,131,128.44,112,84.15,38.6,30.05,1.76,1.93,2.7,2.76,11.67,-0.52,-0.3
"PAK_2019","PAK","2019","S4B8_batch1",93,100.87,130,134.69,138,163.9,42.17,35.95,2.4,2.01,2.2,2.41,18.33,0.13,-0.27
"PAK_2019","PAK","2019","S203_batch3",91,87.12,160,143.69,90,82.65,26.13,28.69,1.9,1.83,2.4,2.52,15,-0.19,0.07
"PAK_2019","PAK","2019","S2F5_batch1",93,91.62,138,132.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S1H6_batch1",90,101.12,152,147.87,157,131.4,57.6,41.3,2.06,1.98,2.7,2.52,20,0.29,0
"PAK_2019","PAK","2019","S2E11_batch1",94,98.12,136,150.69,130,111.65,29.42,28.51,1.93,1.95,2.2,2.93,13.33,-0.36,-0.62
"PAK_2019","PAK","2019","S2D1_batch1",91,90.65,146,148.6,98,109.3,18.1,29.78,1.83,1.83,2.4,2.46,5,-1.16,-0.08
"PAK_2019","PAK","2019","S2G10_batch1",90,90.37,138,139.44,78,78.65,24.64,27.56,1.67,1.74,2.7,2.38,8.33,-0.84,-0.85
"PAK_2019","PAK","2019","S1G1_batch1",91,97.12,137,135.69,100,98.4,33.75,32.84,2.16,2.12,3.4,2.94,16.67,-0.03,0.43
"PAK_2019","PAK","2019","S1A8_batch1",93,92.37,128,129.44,96,70.4,23.5,24.78,2,1.97,3.15,2.95,8.33,-0.84,-0.79
"PAK_2019","PAK","2019","S3D6_batch1",90,93.87,131,130.94,77,92.15,36.52,33.03,2,1.9,2.75,2.45,26.67,0.94,-0.04
"PAK_2019","PAK","2019","S2F11_batch1",91,92.62,131,133.69,73,79.65,36.41,33.76,1.87,1.96,2.8,2.94,23.33,0.61,-0.01
"PAK_2019","PAK","2019","S1G3_batch1",92,86.12,137,129.44,96,82.65,33.32,27.48,2.43,2,2.25,2.43,8.33,-0.84,-0.21
"PAK_2019","PAK","2019","S3A6_batch1",93,84.62,131,129.69,88,76.65,36.32,30.23,2.03,2.02,3,2.7,23.33,0.61,-0.54
"PAK_2019","PAK","2019","S3B6_batch1",91,85.62,145,130.19,109,61.65,30.47,17.52,1.97,1.98,2.35,2.57,10,-0.68,-0.8
"PAK_2019","PAK","2019","S1E1_batch1",91,83.12,131,129.94,59,75.15,29.21,27.21,1.86,1.98,3.3,3.14,9.96,-0.68,-0.19
"PAK_2019","PAK","2019","S2E5_batch1",91,90.37,131,132.94,62,63.65,31.41,28.51,1.83,2.05,1.75,2.18,30,1.26,-0.1
"PAK_2019","PAK","2019","S1G5_batch1",93,89.37,130,131.44,110,79.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4A8_batch1",91,88.62,131,127.19,108,77.15,33.46,30.77,1.93,1.93,3,3.04,13.33,-0.36,-0.02
"PAK_2019","PAK","2019","S4F4_batch1",91,91,136,136,102,102,29.72,29.72,2.1,2.1,2.05,2.05,6.67,-1,-1
"PAK_2019","PAK","2019","S1E8_batch1",91,84.12,171,148.44,56,86.15,17.72,30.08,1.56,1.88,2.3,2.3,6.67,-1,-0.41
"PAK_2019","PAK","2019","S3E4_batch1",92,101.37,164,163.54,134,144.65,60.72,47.83,1.87,1.92,1.01,1.89,13.33,-0.36,-1.02
"PAK_2019","PAK","2019","S3H9_batch1",92,92,131,127.08,80,87.94,29.61,39.85,1.83,1.95,2.65,3.21,10,-0.68,-0.03
"PAK_2019","PAK","2019","S4E11_batch1",91,86.62,142,148.94,90,82.15,29.71,25.58,1.86,1.98,1.9,2.57,21.67,0.45,0.16
"PAK_2019","PAK","2019","S4A1_batch1",91,94.37,159,151.44,101,95.4,37.52,36.78,1.83,1.65,2.6,1.95,40,2.23,-0.05
"PAK_2019","PAK","2019","S4G7_batch1",90,96.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S2A8_batch1",91,92.57,159,163.58,118,133.44,38.32,35.2,1.97,1.97,2.45,2.6,8.33,-0.84,-0.19
"PAK_2019","PAK","2019","S3G8_batch1",91,91,145,157.58,95,110.44,27.31,29.2,1.7,1.76,1.95,2,8.33,-0.84,-0.85
"PAK_2019","PAK","2019","S3D8_batch1",93,99.87,161,149.44,78,116.4,27.82,37.36,1.93,1.96,2.7,2.43,20.67,0.35,-0.64
"PAK_2019","PAK","2019","S2B5_batch1",91,93.62,138,156.44,122,96.65,29.85,27.37,1.87,1.97,1.85,2.33,6.67,-1,-0.66
"PAK_2019","PAK","2019","S2F2_batch1",93,97.87,159,141.69,96,97.15,36.75,31.84,2,2,3,2.84,21.67,0.45,-0.11
"PAK_2019","PAK","2019","S2B10_batch1",90,90.37,137,137.44,110,96.9,30.9,33.88,1.73,2.04,2.7,2.52,23.33,0.61,0.8
"PAK_2019","PAK","2019","S2G3_batch1",91,86.62,137,131.94,85,87.15,33.65,34.32,2,2.04,3.53,2.78,10,-0.68,0.18
"PAK_2019","PAK","2019","S2G11_batch1",90,89.91,147,159.93,146,127.97,41.31,36.85,1.93,1.93,1.9,2.03,11.67,-0.52,-1.08
"PAK_2019","PAK","2019","S1E5_batch1",102,102.62,167,152.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S3E7_batch1",91,98.12,145,141.19,107,100.4,31.41,32.26,1.97,1.96,3,3.1,20,0.29,0.44
"PAK_2019","PAK","2019","S1G2_batch1",93,95.12,154,153.44,NA,NA,51.31,43.48,2,2.01,2.53,2.84,25,0.77,-0.08
"PAK_2019","PAK","2019","S3B9_batch1",92,86.45,131,136.19,60,65.15,24.12,22.68,1.93,1.83,2.35,2.29,15,-0.19,-0.66
"PAK_2019","PAK","2019","S3G5_batch1",91,97.87,145,138.94,92,61.65,26.4,22.25,1.93,1.63,2.8,2.19,10,-0.68,-1.3
"PAK_2019","PAK","2019","S1F9_batch1",90,85.12,137,131.69,88,71.15,39.65,25.32,1.93,1.96,3.15,2.98,20,0.29,0
"PAK_2019","PAK","2019","S4D4_batch1",93,96.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4G1_batch1",91,90.77,145,149.04,116,94.53,38.14,33.54,2.01,2.03,4.01,2.61,15,-0.19,-0.3
"PAK_2019","PAK","2019","S2E7_batch1",91,88.22,138,151.71,93,103.86,35.4,29.29,1.96,1.88,2.15,2.32,16.67,-0.03,-0.42
"PAK_2019","PAK","2019","S3F3_batch1",105,115.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4A2_batch1",92,99.87,141,164.44,88,139.15,34.24,39.21,1.83,1.9,1.9,2.21,10,-0.68,-0.95
"PAK_2019","PAK","2019","S4A3_batch1",91,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4C1_batch1",93,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4D2_batch1",92,92.07,148,157.58,68,102.94,28.53,24.81,1.67,1.77,1.8,2.06,10,-0.68,-0.77
"PAK_2019","PAK","2019","S3H4_batch1",91,85.45,159,152.44,109,96.24,30.15,32.44,1.67,1.8,2.7,2.74,16.67,-0.03,0.48
"PAK_2019","PAK","2019","S4B5_batch1",91,92.12,138,143.69,84,101.9,24.12,30.93,1.95,2.04,3.05,2.69,6.67,-1,0.36
"PAK_2019","PAK","2019","S4H10_batch1",91,86.27,135,144.71,107,107,35.82,32.43,2.57,1.94,2.7,2.15,30,1.26,-0.11
"PAK_2019","PAK","2019","S2H2_batch1",92,96.87,165,160.44,132,125.4,38.64,30.56,1.76,1.88,1.75,2.02,8.33,-0.84,-0.76
"PAK_2019","PAK","2019","S3F5_batch1",91,93.07,160,158.58,126,122.44,40.5,42.79,1.9,1.93,2.7,2.51,18.33,0.13,0.37
"PAK_2019","PAK","2019","S1H3_batch1",93,91.55,158,157.37,NA,NA,34.41,34.63,1.92,1.8,1.98,2.43,3.33,-1.32,-1.12
"PAK_2019","PAK","2019","S4G6_batch1",93,94.62,145,147.69,100,103.65,32.47,31.27,1.9,1.91,2.6,2.84,11.67,-0.52,0.28
"PAK_2019","PAK","2019","S3H8_batch1",91,84.37,169,142.44,106,113.9,40.42,40.01,1.93,2.07,1.95,2.81,35,1.74,1.93
"PAK_2019","PAK","2019","S4C2_batch1",94,98.12,164,154.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S3D3_batch1",92,83.37,149,145.69,92,96.65,34.79,29.85,1.96,1.83,2.8,2.74,18.33,0.13,0.78
"PAK_2019","PAK","2019","S3F4_batch1",91,89.12,145,136.94,97,85.15,32.41,30.51,1.97,1.94,2.95,3.13,10,-0.68,-0.08
"PAK_2019","PAK","2019","S5B1_batch2",91,86.37,129,129.94,109,88.53,32.32,28.48,1.96,1.93,3.15,2.72,15,-0.19,-0.61
"PAK_2019","PAK","2019","S1D2_batch1",91,86.37,129,143.69,69,78.19,23.37,26,1.63,2,2.75,2.71,8.33,-0.84,0.1
"PAK_2019","PAK","2019","S1F5_batch1",91,93.12,187,171.94,NA,NA,33.45,30.77,1.86,1.97,2.35,2.52,8.33,-0.84,-0.75
"PAK_2019","PAK","2019","KATA3A1_RA5",98,100.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S1D4_batch1",93,85.37,129,129.94,67,72.9,34.2,27.45,1.9,1.84,2.6,2.43,13.33,-0.36,-0.22
"PAK_2019","PAK","2019","S2F3_batch1",93,87.87,129,131.69,66,59.15,25.72,22.33,1.86,1.85,2.6,2.51,10,-0.68,-1.1
"PAK_2019","PAK","2019","S4C6_batch1",92,86.62,151,151.69,33,76.4,16.59,26.05,1.97,1.92,3.1,2.79,6.67,-1,-0.76
"PAK_2019","PAK","2019","S2C9_batch1",91,88.98,137,137.93,105,92.64,41.41,35.88,1.6,1.92,2,2.37,23.33,0.61,0.02
"PAK_2019","PAK","2019","S3A3_batch1",93,98.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S1B5_batch1",102,106.37,144,160.2,65,121.65,24.65,30.32,1.76,1.99,2.13,2.49,13,-0.39,-0.44
"PAK_2019","PAK","2019","S1B3_batch2",90,91.87,137,134.69,190,111.9,24.43,28.26,2.13,2.1,3,2.9,11.67,-0.52,-0.09
"PAK_2019","PAK","2019","S3H10_batch1",93,94.07,160,165.58,102,133.94,25.14,30.11,1.8,1.98,2.45,2.31,3.33,-1.32,-0.53
"PAK_2019","PAK","2019","S5G2_batch2",91,87.65,158,155.6,61,79.3,26.61,29.28,2.16,2.27,3,2.96,15.33,-0.16,1.05
"PAK_2019","PAK","2019","S3H6_batch1",91,88.62,144,137.69,106,73.9,40.41,29.51,2.13,2.02,3.25,2.81,40,2.23,1.42
"PAK_2019","PAK","2019","S3F10_batch1",93,93,160,158.58,75,68.44,29.13,22.61,1.7,1.88,2.65,2.61,15,-0.19,-0.83
"PAK_2019","PAK","2019","KATA3G2RH10",91,87.37,152,134.44,79,84.9,24.75,28.84,1.76,1.87,2.27,2.91,9,-0.78,-0.36
"PAK_2019","PAK","2019","S2C10_batch1",91,87.12,152,135.19,120,77.65,35.53,26.54,2.1,1.83,2.1,2.31,16.67,-0.03,-0.81
"PAK_2019","PAK","2019","S4F3_batch1",90,88.12,159,159.94,75,78.4,29.49,28.03,1.87,1.83,2.6,2.11,11.67,-0.52,-0.84
"PAK_2019","PAK","2019","S2C7_batch1",91,97.87,137,142.69,70,111.15,23.63,35.56,2.03,2.05,2.85,2.6,10,-0.68,-0.43
"PAK_2019","PAK","2019","S4H2_batch1",91,93.57,139,139,NA,NA,40.51,35.3,1.97,1.97,1.2,1.2,30.32,1.29,1.29
"PAK_2019","PAK","2019","S4A10_batch1",102,103.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S2B9_batch1",91,84.65,132,133.93,98,82.64,28.7,29.64,2,1.82,3.05,2.9,10,-0.68,0.22
"PAK_2019","PAK","2019","S4A9_batch1",91,91,160,160,128,128,30.44,30.44,2.03,2.03,2.5,2.5,15,-0.19,-0.19
"PAK_2019","PAK","2019","S2E10_batch1",91,95.87,159,159.94,108,104.4,30.31,27.23,1.87,1.99,3.15,2.53,13.33,-0.36,-0.04
"PAK_2019","PAK","2019","S3F9_batch2",91,84.87,138,130.44,118,99.9,31.47,33.52,1.87,1.9,3.56,3.11,24.12,0.69,-0.01
"PAK_2019","PAK","2019","S1E2_batch1",91,92.07,137,145.58,120,145.44,26.7,33.39,2.06,2.06,2.95,2.83,35,1.74,1.02
"PAK_2019","PAK","2019","S3B8_batch1",93,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4H4_batch1",NA,NA,123,140.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S3C2_batch1",92,91.12,130,139.19,102,85.4,32.32,31.98,1.97,2.03,2.6,2.8,11.67,-0.52,-0.52
"PAK_2019","PAK","2019","S4B1_batch1",91,95.98,152,163.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S6H8_batch2",101,101,152,152,132,132,37.54,37.54,1.86,1.86,1.4,1.4,5,-1.16,-1.16
"PAK_2019","PAK","2019","S5E1_batch2",91,91.07,159,159,75,113.44,23.53,34.81,1.96,1.96,4.06,4.06,11.88,-0.5,-0.5
"PAK_2019","PAK","2019","S1F3_batch1",90,99.62,159,152.69,86,116.65,26.35,29.24,1.67,1.97,2.65,2.89,15,-0.19,0.73
"PAK_2019","PAK","2019","S1F8_batch1",90,84.65,137,134.26,93,94.64,29.15,25.13,1.96,2,2.45,2.96,10,-0.68,-0.03
"PAK_2019","PAK","2019","S3D2_batch2",91,90.87,137,141.69,81,83.4,22.61,25.31,1.97,2.03,2.6,2.96,15,-0.19,-0.31
"PAK_2019","PAK","2019","S3A9_batch1",93,96.98,149,158.26,NA,NA,NA,NA,1.6,1.68,1.55,2.13,8.33,-0.84,-0.87
"PAK_2019","PAK","2019","S3A10_batch1",91,91.07,145,156.58,143,137.94,34.19,35.64,2.2,2.09,3.4,3.15,10,-0.68,-0.22
"PAK_2019","PAK","2019","S2B3_batch1",93,109.62,145,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4H5_batch1",93,102.37,131,131,NA,NA,47.71,34.83,1.87,1.87,3.12,3.12,18.55,0.15,0.15
"PAK_2019","PAK","2019","S1D8_batch1",90,85.62,131,129.19,116,77.9,29.75,27.09,1.93,1.82,2.95,2.77,18.33,0.13,0.16
"PAK_2019","PAK","2019","S3D9_batch1",91,90.5,137,129.44,74,67.65,34.19,27.2,1.73,1.77,2.05,2.27,15,-0.19,-0.21
"PAK_2019","PAK","2019","S3B3_batch1",91,89.62,147,136.19,112,114.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4A4_batch1",91,86.62,163,155.94,108,103.4,34.63,28.31,1.95,1.94,2.6,2.9,26.67,0.94,0.23
"PAK_2019","PAK","2019","S3B1_batch1",102,96.62,146,141.69,94,114.65,26.12,30.93,1.8,2.17,2.2,3.11,15,-0.19,0.59
"PAK_2019","PAK","2019","S4E2_batch1",97,107.87,141,141,NA,NA,34.56,40.29,1.96,1.96,2.6,2.6,18,0.1,0.1
"PAK_2019","PAK","2019","S3G3_batch1",92,95.32,160,147.93,86,87.3,27.41,28.88,2,1.98,2.75,2.74,18.33,0.13,0.06
"PAK_2019","PAK","2019","S4F2_batch1",91,91.07,135,147.58,NA,NA,34.65,30.87,2.04,1.9,1.87,1.82,27,0.97,-0.09
"PAK_2019","PAK","2019","S2A1_batch1",91,91,141,141,110,110,35.27,35.27,1.97,1.97,2.85,2.85,18.41,0.14,0.14
"PAK_2019","PAK","2019","S1F2_batch1",91,88.87,172,152.19,87,80.65,36.24,23.46,2.1,1.99,2.05,2.4,10,-0.68,-0.61
"PAK_2019","PAK","2019","S1C3_batch1",91,96.87,140,144.44,90,97.9,30.64,29.31,1.9,1.94,2.55,2.4,28.33,1.1,0.16
"PAK_2019","PAK","2019","S4D7_batch1",90,89.89,NA,NA,65,93.19,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S3F8_batch1",91,91,145,145,99,103.94,23,34.04,1.76,1.76,2.15,2.15,13.33,-0.36,-0.36
"PAK_2019","PAK","2019","S4C7_batch1",93,93,135,135,90,131.44,34.41,34.75,1.8,1.8,1.45,1.45,5,-1.16,-1.16
"PAK_2019","PAK","2019","S3E9_batch1",91,87.55,135,142.04,85,94.53,28.14,29.54,1.78,1.84,2.4,2.72,15,-0.19,-0.67
"PAK_2019","PAK","2019","KATA1E7_RF5",100,98.37,147,160.69,122,140.4,21.43,36.51,1.73,1.67,2.3,2.6,11.67,-0.52,0.01
"PAK_2019","PAK","2019","S3A5_batch1",91,89.45,164,147.44,110,105.65,31.46,31.02,1.83,1.79,2.6,2.57,18.33,0.13,0.3
"PAK_2019","PAK","2019","S4C8_batch1",91,86.87,133,130.19,94,87.9,33.84,29.61,1.96,2.04,2.75,2.91,23.33,0.61,0.05
"PAK_2019","PAK","2019","S3E3_batch1",91,90.87,129,140.44,78,121.15,32.68,41.57,1.92,2.09,3.2,2.88,10,-0.68,0.29
"PAK_2019","PAK","2019","S4H8_batch1",93,87.37,128,130.19,NA,NA,34.3,29.98,2,1.96,3,2.94,11.67,-0.52,0.22
"PAK_2019","PAK","2019","S3C5_batch1",92,95.12,137,129.69,90,63.65,28.82,23.36,1.93,1.72,3.05,2.45,16.67,-0.03,-0.56
"PAK_2019","PAK","2019","S4D6_batch1",93,95.62,134,155.19,77,105.4,24.34,35.49,1.83,1.9,1.8,2.47,5,-1.16,-0.14
"PAK_2019","PAK","2019","S3E11_batch1",91,85.62,159,147.44,80,73.4,29.59,25.8,2,1.73,2.25,2.29,13.33,-0.36,-0.76
"PAK_2019","PAK","2019","S6B14_batch2",93,85.37,147,150.69,61,94.15,20.63,27.31,1.9,1.86,2.1,2.58,8.33,-0.84,0.08
"PAK_2019","PAK","2019","S2C5_batch1",91,88.12,137,129.94,116,90.4,35.64,26.56,1.86,1.85,2.6,2.65,10,-0.68,-0.93
"PAK_2019","PAK","2019","S4D3_batch1",91,92.62,129,134.94,113,102.9,28.41,33.76,1.8,1.86,2.65,2.45,10,-0.68,0.01
"PAK_2019","PAK","2019","S3C4_batch1",61,76.32,137,140.6,105,96.3,27.53,27.25,1.93,1.89,2.1,2.33,13.33,-0.36,0.18
"PAK_2019","PAK","2019","S4F7_batch1",91,87.62,138,150.94,132,100.15,39.38,35.75,2.06,2.06,2.95,3.12,10,-0.68,-0.34
"PAK_2019","PAK","2019","S2D11_batch1",100,103.37,159,156.19,108,131.9,39.63,38.31,2.13,2.07,3.29,2.84,8.33,-0.84,-0.28
"PAK_2019","PAK","2019","S3D7_batch1",93,93,159,159,94,94,31.34,31.34,1.9,1.9,3.1,3.1,21.67,0.45,0.45
"PAK_2019","PAK","2019","S3G1_batch1",91,94.57,137,137,130,128.94,46.55,38.82,1.6,1.6,2,2,11.67,-0.52,-0.52
"PAK_2019","PAK","2019","S4H1_batch1",91,91,152,152,103,103,25.41,25.41,1.67,1.67,2.15,2.15,16.67,-0.03,-0.03
"PAK_2019","PAK","2019","S4E1_batch1",98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S4A7_batch1",81,83.12,129,132.94,77,83.4,33.73,32.84,1.96,1.93,2.85,2.66,18.33,0.13,-0.07
"PAK_2019","PAK","2019","S4B3_batch1",90,91.57,160,159.58,120,131.44,35.61,35.35,1.93,2,2.9,2.74,21.67,0.45,0.52
"PAK_2019","PAK","2019","S3H7_batch1",90,89.07,160,152.58,150,144.94,46.41,50.75,2.1,2.01,3.22,3.19,30,1.26,1.25
"PAK_2019","PAK","2019","S1C1_batch1",93,90.57,131,138.58,104,119.44,36.4,42.74,1.9,1.88,3.3,2.88,7.14,-0.96,0.55
"PAK_2019","PAK","2019","S1E3_batch1",91,91.12,138,127.44,96,81.15,30.85,30.12,1.67,1.83,2.65,2.73,16.67,-0.03,-0.47
"PAK_2019","PAK","2019","S517_batch3",91,85.87,129,138.94,116,103.15,31.41,31.76,1.9,1.96,2.55,2.82,10,-0.68,-0.54
"PAK_2019","PAK","2019","S4D10_batch1",91,91.87,NA,NA,97,107.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S2H10_batch1",93,88.37,NA,NA,71,94.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S1F1_batch1",93,93,NA,NA,77,77,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PAK_2019","PAK","2019","S1A5_batch1",90,94.87,137,133.69,138,119.65,25.1,40.68,1.96,2,2.8,2.74,13.33,-0.36,0.42
"PAK_2019","PAK","2019","S2E1_batch1",92,86.37,137,128.44,59,81.53,20.57,31.05,2.06,1.89,2.35,2.5,8.33,-0.84,-0.3
"PAK_2019","PAK","2019","S3B4_batch1",91,89.32,145,141.6,91,88.64,28.41,26.55,2.06,2.02,2.45,2.33,15,-0.19,1.42
"PAK_2019","PAK","2019","S4G8_batch1",93,90.37,160,149.44,71,85.65,19.12,27.43,2,1.95,2.9,2.42,7.41,-0.93,-0.2
"PAK_2019","PAK","2019","S2F6_batch1",NA,NA,157,157,85,85,40.47,40.47,2.13,2.13,3.5,3.5,40,2.23,2.23
"PAK_2019","PAK","2019","S1D6_batch1",90,85.62,129,128.44,102,104.15,30.21,33.96,1.93,1.97,3.2,3.25,18.33,0.13,0.47
"PAK_2019","PAK","2019","S4E7_batch1",91,91,152,152,102,102,39.12,39.12,1.83,1.83,2.1,2.1,6.67,-1,-1
"PAK_2019","PAK","2019","S3B5_batch1",91,83.87,142,136.19,59,72.86,19.52,23.53,1.93,1.98,2.9,2.71,11.67,-0.52,0.09
"PAK_2019","PAK","2019","S5C9_batch2",91,85.12,129,129.44,119,88.9,42.72,28.08,2.03,1.87,2.95,3.26,26.67,0.94,0.65
