"environment","location","year","SampleName","DTF_mean","DTF_blue","DTH_mean","DTH_blue","PtHt_mean","PtHt_blue","PcleLng_mean","PcleLng_blue","SdLen_mean","SdLen_blue","TGW_mean","TGW_blue","SdW_mean","SdW_z_mean","SdW_z_blue"
"AUS_2018","AUS","2018","S4F11_batch1",49,48.82,111,111.21,131.67,139.1,28.33,31.39,1.95,1.93,3.13,3.03,587.07,-0.8,-0.29
"AUS_2018","AUS","2018","S4F1_batch1",43.5,43.76,118.5,118.28,92.5,109.4,32,33.64,2.11,2.15,3.76,3.88,362.8,-1.21,-0.31
"AUS_2018","AUS","2018","S4F2_batch1",45,45,NA,NA,105,105,50,50,1.76,1.76,2.32,2.32,913.3,-0.2,-0.2
"AUS_2018","AUS","2018","S4F4_batch1",44,44,131,131,105,105,46,46,1.7,1.7,1.8,1.8,416.9,-1.12,-1.12
"AUS_2018","AUS","2018","S4F6_batch1",44,44,122,122,140,150.02,40,40,1.97,1.97,3.48,3.48,1652.5,1.16,1.53
"AUS_2018","AUS","2018","S4F7_batch1",44,44,119,119,130,112.52,47,47,2.04,2.04,3.69,3.69,1035.4,0.03,-0.56
"AUS_2018","AUS","2018","S4F8_batch1",51,49.14,113,113.92,125,139.55,27.5,28.04,1.97,1.98,3.42,3.3,1378,0.66,0.46
"AUS_2018","AUS","2018","S4F9_batch1",47,47,127,127,140,143.52,30,30,2.07,2.07,3.58,3.58,313.6,-1.31,-0.87
"AUS_2018","AUS","2018","S4G10_batch1",47,47,114,114,140,137.52,32,32,2.08,2.08,3.32,3.32,1731.8,1.31,0.21
"AUS_2018","AUS","2018","S4G1_batch1",51,47.14,131,130.92,135,141.8,47,50.29,1.9,1.96,2.76,3.1,656.4,-0.67,0.46
"AUS_2018","AUS","2018","S4G3_batch1",54,54,131,131,130,130,54,54,1.85,1.85,2.15,2.15,785.8,-0.43,-0.43
"AUS_2018","AUS","2018","S4G4_batch1",57,57,131,131,120,120,42,42,NA,NA,NA,NA,NA,NA,NA
"AUS_2018","AUS","2018","S4G6_batch1",45,45,127,127,120,119.02,40,40,2.03,2.03,3.37,3.37,734.9,-0.53,0.09
"AUS_2018","AUS","2018","S4G7_batch1",46,46,131,131,130,99.02,40,40,1.72,1.72,2.16,2.16,180.7,-1.55,-1.55
"AUS_2018","AUS","2018","S4G8_batch1",42,41.14,111,107.42,100,101.8,25,25.79,1.85,1.84,3.02,2.86,1520.4,0.92,1.09
"AUS_2018","AUS","2018","S4G9_batch1",43,43,111,111,90,90,43,43,1.78,1.78,2.22,2.22,928,-0.17,-0.17
"AUS_2018","AUS","2018","S4H10_batch1",46,46,131,131,120,120,44,44,1.76,1.76,2.06,2.06,588.5,-0.8,-0.8
"AUS_2018","AUS","2018","S4H11_batch1",51,51,120,120,145,145.02,35,35,2.06,2.06,3.6,3.6,1648.8,1.16,1.93
"AUS_2018","AUS","2018","S4H1_batch1",47,47,127,127,170,169.02,32,32,2.04,2.04,3.24,3.24,801.4,-0.41,-0.22
"AUS_2018","AUS","2018","S4H2_batch1",51,51,120,120,115,115,48,48,1.97,1.97,2.71,2.71,1345.3,0.6,0.6
"AUS_2018","AUS","2018","S4H3_batch1",47,47,NA,NA,120,127.02,28,28,1.87,1.87,2.96,2.96,532.2,-0.9,0.17
"AUS_2018","AUS","2018","S4H4_batch1",47,45.64,125,121.42,200,179.3,34,30.45,1.85,1.85,3.07,3.06,1617.9,1.1,0.85
"AUS_2018","AUS","2018","S4H5_batch1",62,62,127,127,145,145,27,27,1.99,1.99,3.22,3.22,1411.4,0.72,0.72
"AUS_2018","AUS","2018","S4H8_batch1",47,47,97,97,95,104.02,18,18,2.05,2.05,3.51,3.51,1832.4,1.5,0.48
"AUS_2018","AUS","2018","S4H9_batch1",44,42.64,113,113.92,115,115.55,35,31.79,1.9,1.9,2.91,2.77,457,-1.04,-0.58
"AUS_2018","AUS","2018","S50_batch3",43.38,43.37,106.23,108.19,119.15,118.15,32.75,31.49,1.84,1.8,2.5,2.34,631.11,-0.72,-0.69
"AUS_2018","AUS","2018","S517_batch3",44,47.14,107,104.42,142.5,135.6,35,35.95,1.93,1.94,3.22,3.21,597.2,-0.78,-0.07
"AUS_2018","AUS","2018","S52_batch3",44,44,114,114,120,120,38,38,2.03,2.03,3.43,3.43,528.5,-0.91,-0.91
"AUS_2018","AUS","2018","S533_batch3",45,44.09,109.5,112.28,115,115.92,39,31.64,1.85,1.96,2.69,2.96,528.05,-0.91,-0.48
"AUS_2018","AUS","2018","S542_batch3",43,43,112,112,100,100,32,32,1.84,1.84,2.99,2.99,567.8,-0.84,-0.84
"AUS_2018","AUS","2018","S569_batch3",44,46.64,122,119.92,170,170.21,35,36.79,2.1,2.08,3.9,3.84,1934.4,1.68,0.76
"AUS_2018","AUS","2018","S56_batch3",44,46.14,110,105.92,140,151.32,37,36.12,1.99,2,3.63,3.63,2140.4,2.06,1.42
"AUS_2018","AUS","2018","S5A2_batch2",43,43,113,113,95,95,46,46,1.82,1.82,2.43,2.43,919.7,-0.19,-0.19
"AUS_2018","AUS","2018","S5A4_batch2",46,46,126,126,130,146.02,37.5,37.5,2,2,3,3,2110.2,2.01,0.98
"AUS_2018","AUS","2018","S5A6_batch2",43,43,118,118,100,95.02,28.5,28.5,1.86,1.86,2.88,2.88,1116.1,0.17,-0.34
"AUS_2018","AUS","2018","S5B1_batch2",47,44.64,103,102.42,95,116.21,30,41.79,1.9,1.88,3.24,3.01,429.2,-1.09,-0.6
"AUS_2018","AUS","2018","S5B2_batch2",41,41,127,127,95,95,46,46,1.64,1.64,2.04,2.04,826.4,-0.36,-0.36
"AUS_2018","AUS","2018","S5B4_batch2",49,49,113,113,125,125,32,32,2.02,2.02,3.26,3.26,1803.2,1.44,1.44
"AUS_2018","AUS","2018","S5B5_batch2",47,43.64,103,116.92,140,144.55,40,36.79,2,1.97,2.94,2.96,1334,0.58,0.32
"AUS_2018","AUS","2018","S5B7_batch2",44,44,117,117,140,120.02,37,37,2,2,3.59,3.59,514.4,-0.94,-0.29
"AUS_2018","AUS","2018","S5B8_batch2",44,44,119,119,120,120.02,45,45,1.86,1.86,2.77,2.77,1078.5,0.1,-0.34
"AUS_2018","AUS","2018","S5B9_batch2",47,47,120,120,172,171.02,30,30,2.12,2.12,3.58,3.58,1642.8,1.15,0.75
"AUS_2018","AUS","2018","S5C12_batch2",51,49.64,120,118.92,135,134.1,20,22.62,1.78,1.81,2.78,2.79,1394.2,0.69,0.29
"AUS_2018","AUS","2018","S5C2_batch2",43,43,119,119,115,129.02,45,45,1.77,1.77,2.56,2.56,1199,0.33,0.33
"AUS_2018","AUS","2018","S5C4_batch2",47,47,117,117,140,140,45,45,2.08,2.08,3.25,3.25,1531.4,0.94,0.94
"AUS_2018","AUS","2018","S5C7_batch2",44,44,117,117,140,130.02,45,45,1.8,1.8,2.71,2.71,1228.24,0.38,0.26
"AUS_2018","AUS","2018","S5C9_batch2",44,44,107,107,155,126.69,35,35,NA,NA,NA,NA,NA,NA,NA
"AUS_2018","AUS","2018","S5D2_batch2",45,45,122,122,140,140,38,38,2.15,2.15,3.4,3.4,1890.7,1.6,1.6
"AUS_2018","AUS","2018","S5D4_batch2",45.5,45.76,113,112.61,147.5,153.87,30,30.75,1.99,1.99,3.47,3.55,995.2,-0.05,0.76
"AUS_2018","AUS","2018","S5D5_batch2",44,49.64,122,119.92,105,104.55,30,34.29,1.78,1.89,2.52,2.92,1875,1.57,-0.04
"AUS_2018","AUS","2018","S5D7_batch2",47,47,119,119,135,135.02,28,28,1.99,1.99,3.13,3.13,1154.8,0.25,0.16
"AUS_2018","AUS","2018","S5D9_batch2",42,42,110,110,130,130,34,34,1.94,1.94,3.18,3.18,967,-0.1,-0.1
"AUS_2018","AUS","2018","S5E10_batch2",44,46.64,131,127.92,100,114.55,40,41.79,1.97,2,2.78,3.05,316.5,-1.3,-0.52
"AUS_2018","AUS","2018","S5E12_batch2",53,53,111,111,135,135,30,30,2.06,2.06,3.22,3.22,1265.7,0.45,0.45
"AUS_2018","AUS","2018","S5E1_batch2",44,50.14,113,112.42,145,136.21,35,36.79,2.23,2.2,4.09,4.15,1442.2,0.78,0.24
"AUS_2018","AUS","2018","S5E2_batch2",59,69.14,131,130.92,155,161.1,50,56.79,1.95,1.91,2.33,2.21,440.2,-1.07,-1.35
"AUS_2018","AUS","2018","S5E5_batch2",47,47,118,118,135,147.52,29,29,2.06,2.06,3.34,3.34,1825.5,1.48,0.64
"AUS_2018","AUS","2018","S5E6_batch2",44,44,122,122,80,82.52,26,26,1.59,1.59,2.04,2.04,457.3,-1.04,-0.99
"AUS_2018","AUS","2018","S5E7_batch2",44,44,110,110,100,104.02,28,28,1.93,1.93,2.85,2.85,444.3,-1.06,-0.59
"AUS_2018","AUS","2018","S5E9_batch2",44,44,98,98,145,161.52,36,36,2.02,2.02,4.41,4.41,1904.1,1.63,1.23
"AUS_2018","AUS","2018","S5F10_batch2",41,41,103,103,120,120,30,30,1.86,1.86,3.02,3.02,1399.6,0.7,0.7
"AUS_2018","AUS","2018","S5F12_batch2",44,44,119,119,90,90,25,25,2.18,2.18,4.15,4.15,422.3,-1.11,-1.11
"AUS_2018","AUS","2018","S5F1_batch2",44,48.64,112,108.92,150,148.88,25,34.29,1.97,2.01,3.19,3.27,1288.7,0.49,-0.49
"AUS_2018","AUS","2018","S5F2_batch2",53,59.14,131,130.92,150,150,53,53,1.91,1.91,2.61,2.51,814.2,-0.38,-0.62
"AUS_2018","AUS","2018","S5F5_batch2",47,44.14,119,118.42,110,107.44,25,33.45,2.13,2.05,3.93,3.49,629.2,-0.72,0.02
"AUS_2018","AUS","2018","S5F6_batch2",44,44,113,113,100,105.02,55,55,2.09,2.09,3.66,3.66,505.7,-0.95,-0.58
"AUS_2018","AUS","2018","S5G10_batch2",42,42,113,113,140,140,30,30,1.82,1.82,2.79,2.79,1855.4,1.54,1.54
"AUS_2018","AUS","2018","S5G11_batch2",44,45.14,118,116.42,140,132.88,40,39.29,2.04,2.04,3.01,3.3,1783.9,1.41,0.42
"AUS_2018","AUS","2018","S5G1_batch2",50,50,119,119,130,146.02,30,30,2.08,2.08,3.62,3.62,1659,1.18,0.93
"AUS_2018","AUS","2018","S5G2_batch2",47,45.14,111,106.42,150,151.88,34,26.29,2.09,2.08,3.1,3.71,1632.5,1.13,1.26
"AUS_2018","AUS","2018","S5G3_batch2",41,41,117,117,125,125,52,52,1.91,1.91,2.65,2.65,1161.5,0.26,0.26
"AUS_2018","AUS","2018","S5G8_batch2",56,56,127,127,170,167.52,65,65,NA,NA,NA,NA,NA,NA,NA
"AUS_2018","AUS","2018","S5G9_batch2",44,44,127,127,100,119.02,21,21,1.73,1.73,2.54,2.54,284,-1.36,-0.97
"AUS_2018","AUS","2018","S5H11_batch2",54,54,131,131,135,135,51,51,NA,NA,NA,NA,11.2,-1.86,-1.86
"AUS_2018","AUS","2018","S5H12_batch2",53,53,127,127,130,122.52,40,40,1.89,1.89,2.81,2.81,52.4,-1.79,-1.29
"AUS_2018","AUS","2018","S5H2_batch2",47,45.14,119,118.42,140,127.1,30,29.29,1.98,1.96,3.1,3.1,792.7,-0.42,-0.22
"AUS_2018","AUS","2018","S5H9_batch2",53,53,118,118,150,156.02,40,40,2.09,2.09,3.5,3.5,1957.9,1.73,0.78
"AUS_2018","AUS","2018","S666_batch3",44,44,119,119,180,180,38,38,2.09,2.09,3.18,3.18,2636.8,2.98,2.98
"AUS_2018","AUS","2018","S692_batch3",44,43.14,113,112.42,100,100.99,25,19.29,1.94,1.91,3.05,2.95,520,-0.92,0.18
"AUS_2018","AUS","2018","S6A2_batch2",54,54,119,119,145,135.02,47.5,47.5,2.13,2.13,3.27,3.27,1195.7,0.32,0.31
"AUS_2018","AUS","2018","S6A6_batch2",51,48.64,110,105.92,105,96.55,20,25.45,2.06,2.03,3.4,3.53,207.5,-1.5,-0.63
"AUS_2018","AUS","2018","S6A9_batch2",44,44,110,110,150,147.52,41,41,2.1,2.1,3.7,3.7,566.7,-0.84,0.2
"AUS_2018","AUS","2018","S6B11_batch2",39,39,122,122,90,90,35,35,2.05,2.05,3.29,3.29,1007.9,-0.03,-0.03
"AUS_2018","AUS","2018","S6B14_batch2",44,44,117,117,138,130.02,35,35,1.82,1.82,2.62,2.62,839.6,-0.34,-0.31
"AUS_2018","AUS","2018","S6B2_batch2",48,48,127,127,110,111.02,36,36,1.99,1.99,3.36,3.36,233,-1.45,-0.91
"AUS_2018","AUS","2018","S6C1_batch2",47,45.14,107,104.42,150,141.21,42,32.79,1.56,1.62,2.45,2.12,1661.4,1.18,0.36
"AUS_2018","AUS","2018","S6C4_batch2",43,41.64,121,119.42,105,124.3,40,36.79,2.1,2.1,3.6,3.74,557.6,-0.86,-0.1
"AUS_2018","AUS","2018","S6C6_batch2",41,41,131,131,135,135,40,40,1.84,1.84,2.33,2.33,836.4,-0.34,-0.34
"AUS_2018","AUS","2018","S6C8_batch2",47,47,113,113,130,130.02,46,46,2.06,2.06,3.46,3.46,432.9,-1.09,-1.02
"AUS_2018","AUS","2018","S6D1_batch2",49,45.64,120,118.92,115,119.55,47,45.29,NA,NA,NA,NA,398.4,-1.15,-0.38
"AUS_2018","AUS","2018","S6D2_batch2",44,44,122,122,140,125.02,35,35,1.77,1.77,2.8,2.8,1116.9,0.18,0.02
"AUS_2018","AUS","2018","S6E11_batch2",43,43,104,104,120,117.52,35,35,1.74,1.74,2.77,2.77,653.4,-0.68,-0.74
"AUS_2018","AUS","2018","S6E14_batch2",43,43,110,110,125,112.52,30,30,1.88,1.88,2.92,2.92,698.7,-0.6,-0.51
"AUS_2018","AUS","2018","S6E1_batch2",45,45,113,113,140,126.52,45,45,1.95,1.95,3.14,3.14,1135.1,0.21,-0.32
"AUS_2018","AUS","2018","S6E4_batch2",44,44,114,114,133,124.02,31,31,1.8,1.8,2.84,2.84,795.3,-0.42,-0.61
"AUS_2018","AUS","2018","S6F10_batch2",44,44,118,118,142,101.02,36,36,1.97,1.97,3,3,1018.2,-0.01,-0.47
"AUS_2018","AUS","2018","S6F14_batch2",44,44,110,110,120,123.52,40,40,1.95,1.95,3.2,3.2,867.1,-0.28,0.26
"AUS_2018","AUS","2018","S6F1_batch2",51,51,112,112,145,162.52,26,26,1.95,1.95,3.72,3.72,1236.9,0.4,1.99
"AUS_2018","AUS","2018","S6F2_batch2",43,43,97,97,110,112.52,49,49,1.82,1.82,2.61,2.61,864.6,-0.29,-0.69
"AUS_2018","AUS","2018","S6F4_batch2",44,44,122,122,110,100.02,35,35,1.84,1.84,2.83,2.83,1291.8,0.5,0.84
"AUS_2018","AUS","2018","S6F8_batch2",44,44,119,119,90,105.02,28,28,1.98,1.98,3.21,3.21,865.4,-0.29,-0.16
"AUS_2018","AUS","2018","S6G11_batch2",44,44,112,112,130,130,35,35,1.92,1.92,3.13,3.13,1775.7,1.39,1.39
"AUS_2018","AUS","2018","S6G3_batch2",44,44,127,127,110,120.52,34,34,1.96,1.96,3.01,3.01,175,-1.56,-0.85
"AUS_2018","AUS","2018","S6G8_batch2",44,44,114,114,115,112.52,35,35,1.69,1.69,2.3,2.3,643.5,-0.7,-0.63
"AUS_2018","AUS","2018","S6H11_batch2",45,45,114,114,140,140.02,35,35,2.18,2.18,4.32,4.32,875.9,-0.27,-0.03
"AUS_2018","AUS","2018","S6H1_batch2",44,44,114,114,115,114.52,35,35,1.8,1.8,2.77,2.77,673.6,-0.64,-0.66
"AUS_2018","AUS","2018","S6H2_batch2",45,45,110,110,125,120.52,30,30,2,2,3.17,3.17,667.3,-0.65,-0.68
"AUS_2018","AUS","2018","S6H4_batch2",47,47,117,117,163,177.02,42,42,2.07,2.07,3.78,3.78,469.4,-1.02,-0.98
"AUS_2018","AUS","2018","S6H7_batch2",43,41.64,117,115.92,120,124.21,40,34.29,1.72,1.8,2.36,2.79,991.8,-0.05,0.23
"AUS_2018","AUS","2018","S6H8_batch2",44,44,122,122,120,120,34,34,1.97,1.97,2.92,2.92,1391.9,0.68,0.68
"AUS_2018","AUS","2018","S716_batch3",47,44.64,111,106.42,120,112.32,30,29.29,1.99,1.98,3.24,3.38,995.3,-0.05,0.08
"AUS_2018","AUS","2018","S736_batch3",49,47.43,108.5,106.28,135,141.13,32.5,32.86,1.95,1.95,3.36,3.28,1356.75,0.62,1.23
"AUS_2018","AUS","2018","S744_batch3",44,47.64,112,121.42,140,136.75,40,38.45,2.07,2.07,3.63,3.84,1194.4,0.32,0.7
"AUS_2018","AUS","2018","S745_batch3",51,53.14,113,113.92,140,162.21,30,31.79,2.04,2,3.64,3.52,709.2,-0.58,0.75
"AUS_2018","AUS","2018","S746_batch3",48,53.85,125,120.23,120,118.48,38,34.72,1.89,1.84,2.59,2.48,903.4,-0.22,-0.78
"AUS_2018","AUS","2018","S747_batch3",44,44,127,127,130,134.52,42,42,1.86,1.86,2.64,2.64,860.3,-0.3,-0.54
"AUS_2018","AUS","2018","S753_batch3",49,53.64,127,128.92,160,146.21,60,56.79,1.99,2.02,3.22,3.03,1369.6,0.64,-0.13
"AUS_2018","AUS","2018","S754_batch3",47,48.71,119,121.38,140,145.06,36,33.72,2.03,1.97,3.29,3.21,1612.8,1.09,0.21
"AUS_2018","AUS","2018","S757_batch3",42.5,45.76,110.5,117.28,115,121.8,30,29.53,1.91,1.89,3.31,3.39,624.05,-0.73,-0.44
"AUS_2018","AUS","2018","S7A13_batch2",56,56,NA,NA,130,130,30,30,1.74,1.74,2.21,2.21,122.3,-1.66,-1.66
"AUS_2018","AUS","2018","S7A2_batch2",51,47.64,122,119.92,183,155.88,37.5,40.54,NA,NA,NA,NA,1722.3,1.29,0.64
"AUS_2018","AUS","2018","S7A4_batch2",49,49,117,117,135,137.52,30,30,2.05,2.05,3.46,3.46,1114.4,0.17,0.12
"AUS_2018","AUS","2018","S7A9_batch2",47,44.64,117,115.92,163,161.1,38,34.95,2.08,2.07,3.55,3.43,2791.6,3.26,1.25
"AUS_2018","AUS","2018","S7C13_batch2",48,46.14,122,119.92,120,131.21,30,31.79,1.84,1.85,2.73,2.62,689.2,-0.61,-0.13
"AUS_2018","AUS","2018","S7C4_batch2",41,41,113,113,115,115,36,36,2.03,2.03,3.17,3.17,916.9,-0.19,-0.19
"AUS_2018","AUS","2018","S7C5_batch2",47,47,122,122,110,116.02,22,22,2,2,2.98,2.98,1388,0.68,-0.02
"AUS_2018","AUS","2018","S7D9_batch2",46,46,127,127,143,143,50,50,1.99,1.99,2.5,2.5,538.6,-0.89,-0.89
"AUS_2018","AUS","2018","S7E7_batch2",44,44,111,111,140,140,44,44,1.9,1.9,3.04,3.04,624.4,-0.73,-0.73
"AUS_2018","AUS","2018","S7F10_batch2",44,44,118,118,100,98.02,40,40,2.1,2.1,3.66,3.66,1268.7,0.46,-0.14
"AUS_2018","AUS","2018","S7F1_batch2",43,43,127,128.92,100,111.02,25,25,1.83,1.83,2.6,2.6,96.3,-1.71,-1.64
"AUS_2018","AUS","2018","S7F4_batch2",47,45.64,117,115.92,127,143.21,35,34.29,2.1,2.09,3.98,3.98,796.3,-0.42,-0.16
"AUS_2018","AUS","2018","S7F6_batch2",44,43.64,113,113.92,110,131.21,35,34.29,2.03,2.03,3.19,3.19,862.6,-0.29,1.46
"AUS_2018","AUS","2018","S7F9_batch2",43,43,114,114,115,112.52,35,35,1.78,1.78,2.49,2.49,1299.9,0.51,0.01
"AUS_2018","AUS","2018","S7G10_batch2",42,42,103,103,125,125,28,28,1.73,1.73,2.66,2.66,1713.6,1.28,1.28
"AUS_2018","AUS","2018","S7G13_batch2",48,47.14,113,112.42,140,136.32,36,36.62,1.96,1.98,2.97,3.36,2569.6,2.85,1.26
"AUS_2018","AUS","2018","S7G9_batch2",43,43,112,112,110,110,32,32,2.01,2.01,3.25,3.25,860.9,-0.3,-0.3
"AUS_2018","AUS","2018","S7H3_batch2",44,42.76,109.5,106.95,82.5,92.33,25,27.75,2.06,1.99,3.47,3.19,414.55,-1.12,-0.38
"AUS_2018","AUS","2018","S847_batch3",45.5,45.5,113.5,113.5,105,100.77,30,30,1.87,1.87,2.98,2.98,766.95,-0.47,-0.08
"AUS_2018","AUS","2018","S870_batch3",44,43.76,101.5,101.61,122.5,132.27,30,33.3,2.04,2.04,3.48,3.3,1410.76,0.72,0.24
"AUS_2018","AUS","2018","S871_batch3",45.5,45.43,108.5,106.28,142.5,135.33,25,27.86,1.86,1.88,2.85,2.86,1542.7,0.96,0.37
"AUS_2018","AUS","2018","S873_batch3",47,44.14,111,106.42,155,140.55,32,35.29,2.03,1.99,3.73,3.4,1120.5,0.18,0.65
"AUS_2018","AUS","2018","S887_batch3",45,43.14,112,111.92,145,134.77,30,29.95,1.87,1.89,2.78,2.68,1034.1,0.02,-0.13
"AUS_2018","AUS","2018","S8A2_batch2",43,43,112,112,115,115,40,40,1.97,1.97,3.04,3.04,549.9,-0.87,-0.87
"AUS_2018","AUS","2018","S8A3_batch2",44,44,122,122,120,120,50,50,1.87,1.87,2.39,2.39,866.8,-0.29,-0.29
"AUS_2018","AUS","2018","S8A4_batch2",44,47.14,122,119.92,90,92.8,45,34.29,1.71,1.79,2.06,2.6,1119,0.18,-0.31
"AUS_2018","AUS","2018","S8B2_batch2",44,44,114,114,140,120.02,36,36,1.98,1.98,2.97,2.97,1801,1.44,0.11
"AUS_2018","AUS","2018","S8B4_batch2",44,43.64,106,103.92,150,157.55,40,34.29,2.07,2.03,3.91,3.77,1911.9,1.64,1.25
"AUS_2018","AUS","2018","S8C2_batch2",44,48.14,127,125.92,100,105.14,60,47.45,1.47,1.61,1.1,1.82,175.6,-1.56,-1.31
"AUS_2018","AUS","2018","S8C3_batch2",44,56.14,131,130.92,150,150.21,35,39.29,1.83,1.92,2.31,2.99,1123,0.19,-0.38
"AUS_2018","AUS","2018","S8C4_batch2",47,47,121,121,155,157.52,25,25,2.08,2.08,3.49,3.49,613.2,-0.75,-0.22
"AUS_2018","AUS","2018","S8D12_batch2",41,41,104,104,131,117.52,49,49,1.98,1.98,3.67,3.67,861.4,-0.3,-0.17
"AUS_2018","AUS","2018","S8D2_batch2",46,43.64,110,105.92,105,114.21,22.5,26.37,NA,NA,NA,NA,418.5,-1.11,-0.17
"AUS_2018","AUS","2018","S8D3_batch2",45,45,127,127,120,111.02,40,40,1.67,1.67,2.17,2.17,888.1,-0.25,-0.5
"AUS_2018","AUS","2018","S8D4_batch2",49,45.64,119,116.92,140,140.88,35,32.79,2.1,2.06,3.4,3.77,2461.7,2.66,1.27
"AUS_2018","AUS","2018","S8D5_batch2",53,53,NA,NA,145,145,38,38,NA,NA,NA,NA,NA,NA,NA
"AUS_2018","AUS","2018","S8E1_batch2",43,43,113,113,100,86.02,25,25,1.77,1.77,2.34,2.34,430.4,-1.09,-1.11
"AUS_2018","AUS","2018","S8F12_batch2",53,53,122,122,132,132.02,26,26,2.12,2.12,3.86,3.86,1036.8,0.03,-0.38
"AUS_2018","AUS","2018","S8F14_batch2",44,44,120,120,130,108.02,28,28,1.99,1.99,3.35,3.35,22.6,-1.84,-1
"AUS_2018","AUS","2018","S8F1_batch2",47,44.14,111,106.42,110,114.3,28,28.29,1.9,1.87,2.9,2.77,634.2,-0.71,-0.34
"AUS_2018","AUS","2018","S8F4_batch2",46,46,131,131,130,130,50,50,1.89,1.89,2.61,2.61,632.4,-0.72,-0.72
"AUS_2018","AUS","2018","S8G12_batch2",44,42.14,96,98.92,155,144.1,38,30.79,2.06,2,3.61,3.25,1696.88,1.25,0.71
"AUS_2018","AUS","2018","S8G14_batch2",44,44,112,112,121,122.52,32,32,2.07,2.07,3.49,3.49,770,-0.46,0.24
"AUS_2018","AUS","2018","S8G3_batch2",49,49,111,111,150,150.02,45,45,1.9,1.9,2.6,2.6,529.3,-0.91,-0.91
"AUS_2018","AUS","2018","S8H3_batch2",44,44,119.5,119.5,137.5,131.68,40.5,40.5,1.86,1.86,2.89,2.89,1466.35,0.82,0.43
"AUS_2018","AUS","2018","S8H4_batch2",61,61,121,121,135,115.52,35,35,1.64,1.64,2.12,2.12,468,-1.02,-1.02
"AUS_2018","AUS","2018","S8H5_batch2",44,44,119,119,155,157.52,40,40,1.95,1.95,2.89,2.89,1347.9,0.6,-0.08
"AUS_2019","AUS","2019","KATA2F9_RC5",42,47.86,131,131.08,130,120.7,40,43.21,2.04,2.02,4.03,3.87,4144.5,1.64,0.61
"AUS_2019","AUS","2019","KATA2G7_RA5",44.5,46.23,113.5,112.69,110,113.8,27.5,25.85,2.05,2.07,3.69,3.84,1456.65,-0.8,-0.16
"AUS_2019","AUS","2019","KATA3A1_RA5",53,53.36,125,117.58,145,130.94,40,34.71,2.26,2.25,4.45,4.49,4048.4,1.56,1.04
"AUS_2019","AUS","2019","KATRC10",43,44.15,102,108.77,130,102.33,28.33,26.39,2.04,2,3.74,3.75,3604,1.15,0.15
"AUS_2019","AUS","2019","S108_batch3",43,45.36,102,106.58,95,86.94,15,21.21,2.03,2.02,3.72,3.72,1216.1,-1.02,-0.42
"AUS_2019","AUS","2019","S10_batch3",67,63.36,131,131.08,175,172.6,40,33.21,2.02,1.96,4.1,3.58,3195.4,0.78,0.65
"AUS_2019","AUS","2019","S111_batch3",45,47.36,115,116.58,110,120.6,30,30.71,1.94,1.88,3.58,3.31,3374.8,0.95,-0.08
"AUS_2019","AUS","2019","S112_batch3",44,45.86,115,117.08,111.67,135.83,23.33,30.38,1.99,2.01,3.86,3.71,3483.2,1.04,1.1
"AUS_2019","AUS","2019","S113_batch3",41.5,42.57,102,102.72,100.84,114.87,22.5,30.47,1.95,2.01,3.73,4.01,2955.85,0.56,0.26
"AUS_2019","AUS","2019","S114_batch3",42,43.36,102,99.58,120,99.27,39.33,33.88,2.23,2.25,5.77,5.71,2574.3,0.22,-0.54
"AUS_2019","AUS","2019","S115_batch3",41,42.86,118,120.08,130,107.27,41.67,38.05,1.98,1.92,3.48,3.3,3127.2,0.72,-0.51
"AUS_2019","AUS","2019","S117_batch3",41,42.36,112,117.08,100,92.6,28.33,29.88,1.92,1.9,3.35,3.24,2887.5,0.5,-0.58
"AUS_2019","AUS","2019","S118_batch3",46,45.86,112,112.08,103,111.94,34,32.71,1.89,1.95,3.17,3.36,1846.4,-0.44,-0.02
"AUS_2019","AUS","2019","S11_batch3",61,61,131,131,70,70,45,45,1.83,1.83,2.92,2.92,7.1,-2.12,-2.12
"AUS_2019","AUS","2019","S161_batch3",67,67,131,131,136.67,136.67,36.67,36.67,2.01,2.01,3.61,3.61,1101.8,-1.12,-1.12
"AUS_2019","AUS","2019","S185_batch3",47,47.36,115,114.08,106.67,119.83,15,23.21,2.08,2.09,4.18,4.44,3316.7,0.89,1.07
"AUS_2019","AUS","2019","S18_batch3",43,43.86,118,120.08,95,84.27,30,30.71,2,2.05,3.6,3.79,14.2,-2.11,-1.37
"AUS_2019","AUS","2019","S193_batch3",49,48.24,123,121.05,110,110.46,35,38.14,2.07,2.07,4.4,4.31,2694.4,0.33,0.22
"AUS_2019","AUS","2019","S19_batch3",51,49.36,104,107.58,121,126.27,17,19.21,1.97,1.93,3.52,3.44,2585.9,0.23,-0.34
"AUS_2019","AUS","2019","S1A5_batch1",47,47.86,102,99.58,105,122.6,30,28.21,1.94,1.94,3.76,3.73,1328.2,-0.92,-0.26
"AUS_2019","AUS","2019","S1A7_batch1",56,55.36,115,114.58,120,144.27,20,25.71,2.26,2.21,4.65,4.52,3666.1,1.21,1.7
"AUS_2019","AUS","2019","S1A8_batch1",47,47.36,102,104.08,101,113.6,26,22.21,1.88,1.9,3.01,3.27,2371.3,0.03,0.93
"AUS_2019","AUS","2019","S1A9_batch1",42,43.36,102,99.58,88,101.27,28.67,26.05,1.97,1.94,3.43,3.58,2324,-0.01,-0.2
