sample.id,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32
S2E6_batch1,-0.0468566241563491,-0.00407959956922777,0.00994121940150132,0.0274564699290596,-0.0487753200534118,-0.00537836247249397,-0.00153061465817853,0.000914333021443713,-0.0708924874275081,0.0437959356210049,-0.0755184783080072,0.0164986400640939,-0.00356836302321943,0.0294322149612533,-0.0190287286100047,0.00802578250711818,-0.0181916700109612,-0.0400999780596177,-0.0158739858028068,0.01972430256325,-0.014341675858277,-0.0336712661582653,-0.0154955039063449,0.00862265229905387,-0.0455828308683007,0.0576948701092208,-0.0501681200990387,0.0211611705376329,0.0058994806003143,0.0373465688415286,0.00422188080589949,-0.0378593434735937
S4F8_batch1,-0.0494716297085323,0.000920594593955286,0.012366542698696,0.0344664543069163,-0.0626079157661534,-0.0180725773152374,0.0060645363586792,0.0970920227115221,-0.137714948262295,-0.0115133866288795,0.0520147464480988,-0.0423529327571365,0.00556622254263843,0.0694151022615629,-0.0110623384909418,0.053103540389773,-0.162378557231413,0.0437503605469975,0.0628606115353058,-0.00408687093358032,-0.101534249406392,-0.0591890558173477,-0.222575173045986,0.0441612291697813,-0.0186774780173673,0.132163228476426,-0.0745359470323905,0.0395859843752558,-0.092841874200992,-0.020890508177667,0.0514612964899518,-0.081706576932367
S1B8_batch1,-0.0670422619350555,-0.010698775224402,0.00253826177775742,0.0061057322216796,-0.0181006210470703,0.00611168933168428,-0.00228712093458734,-0.0865896419359421,0.0381857767506039,0.059909417965426,0.0300423961862348,-0.0167974701187316,-0.00557383805985519,0.0037845647913594,0.0080030560766178,0.00544195034857878,-0.0464669125901206,0.029442127981476,0.0170879394369657,0.0130182511923059,0.0411718402540217,0.0199470597741455,0.00614452086774603,0.00679994532363283,-0.00654793734682037,0.0426171439346468,-0.0267380545315622,0.0071717448055914,-0.0146135409113917,0.0157928722212909,-0.00654738517141821,0.00362424726781969
S1A6_batch1,-0.078601899756729,-0.0206814255461516,-0.00802033405007213,-0.0117852411676693,-0.0366139933886184,0.00989934612709815,-0.0053922634138673,-0.125815056388246,0.0825570120249837,0.0582260764376125,0.00387106269022067,-0.0151102432612659,-0.0104998685017732,0.0071682161693149,0.0184418134388877,0.0180677261258591,-0.0544644487279663,0.0274496791315597,0.0262580937317762,0.00163883248839579,0.00297861550452321,0.0117427425542266,-0.0258521671376233,0.00601677844943304,-0.0310144125960016,-0.0268584137809428,0.0640154668794308,-0.00524691343715712,-0.037415475205056,-0.0022847081732494,0.0262942416485715,0.0117608660223956
S1E6_batch1,-0.0792214491423802,-0.0208515815356454,-0.0080911640946424,-0.0118249230875661,-0.0344535141745539,0.0106641250210816,-0.00564434534985659,-0.133798084994027,0.0889429563147101,0.064417504738452,0.00233771760675302,-0.0154581408962955,-0.0113331194003222,0.00763345869144059,0.019564072265206,0.0185810503446513,-0.0567972475285715,0.0281260941049782,0.0269633711631982,0.000800495112828188,-0.00069088101357657,0.0076852021432899,-0.0357995602630001,0.00717533482581113,-0.0350838826795362,-0.0263429870521709,0.0689764375685734,-0.00381860277920707,-0.0404380671325375,-0.00279488550975659,0.0303553338421832,0.0126232898452958
S5D4_batch2,-0.0241329853455648,0.0187872216887762,0.028571780950286,0.0627596568036776,-0.0197648800474157,-0.00596855385541417,-0.00369828973614595,-0.00233442327806347,-0.0539488182161856,0.0800279886758999,-0.0359245696573261,0.014161262593293,-0.0237241900338262,-0.0179511585866961,-0.0250671301832278,-0.0398132244446078,0.0131295514816002,-0.0611498202948965,-0.0842489945077766,0.000370005909526271,0.0519451438418836,-0.0214730064036944,0.0200271989226591,0.00288844442419512,0.0103948231404766,0.0722643561432746,-0.0593643317357703,-0.00936252725953503,0.039485284538831,-0.0458808976658125,0.00270569700913992,0.00847433164351881
S2H5_batch1,-0.0235535544645258,0.0193148333793857,0.0329851148452359,0.063350544899064,-0.03296102837424,-0.0145069305733467,0.0137636059585059,0.076793697063148,-0.105020894439816,0.0506127552144482,0.0998922377684492,-0.0384427726963404,-0.0220609157228656,-0.00339217795032724,0.0720369631672881,0.00963774635871858,-0.0560677422058667,0.0566410054083955,0.0448817270076753,0.0525675936102659,0.0800714821716198,0.0148719226586597,-0.0381300873170648,0.0171401049307688,-0.112011027598985,-0.0333041617695582,0.0608914997885439,0.00787806521226292,0.0522215464433732,0.103658166578854,-0.0589674123022145,-0.0770540413110402
S1H7_batch1,-0.0364302789829088,0.00838144214677807,0.0247003241483849,0.0519267599269089,-0.0427401947211608,-0.00748927811460296,-0.00104264120064688,-0.0119113626883688,-0.0836883706124728,0.108597492241647,-0.0464560122768628,0.0142123332985609,-0.0122331010744611,0.00628584847943671,-0.025019169849222,-0.00820183920538696,-0.0393860159328319,-0.0174558401640367,-0.0379799824974195,0.0287946312967829,0.0807564972004934,0.0211264048838055,0.0590034392542146,0.0508332820996124,-0.0794415902325171,0.13615110435923,-0.0685344569705009,0.0371082867838667,0.0311863374354027,0.0470571691753717,0.000948484596174906,0.0121467912504096
S2D4_batch1,-0.0389084894083829,0.0147926541611292,0.0205812254450461,0.0244264629490931,-0.0252791530641789,0.0243104938699734,0.0207483602904051,0.0342810629395042,-0.0819703530976728,0.0153102562816792,0.0170066473521805,0.0014942401791003,-0.000919229728025506,-0.0189574443463855,0.00581185158923158,-0.0168346682116162,-0.0113402520243996,0.0315424550741956,0.00824007953700411,0.0375215919855579,0.129519353603543,0.0475794937969702,0.00351291118690127,0.0364027780928362,-0.0931713207888082,-0.038827868862629,0.0392093122282509,-0.00472387540015166,0.0834156254091801,0.0311264495279974,-0.0330858073894675,0.0047300393792616
S2C6_batch1,-0.050595082549279,-0.00926500679238073,0.00638065636992423,0.008927716348673,-0.0253757312611349,-0.00920334727489719,0.00350600980972827,0.042474432601284,-0.0704856512236783,-0.0209040827655226,0.00696413176123263,-0.00967959082765946,0.0123682420205416,0.00996312352209609,-0.0129237919044125,0.0029448444782952,-0.00608517388297682,-0.011967312295875,0.00876694039157458,-0.0099560538348244,-0.0310266447197261,-0.0409171165929347,-0.0618680749556958,-0.0315180316228502,-0.0143084052358474,-0.0330286094991145,0.0245977730065866,-0.00154467236758231,-0.0639180409932347,0.0384848016660542,0.00972978121814701,-0.0105998547976735
S1G6_batch1,-0.0487510374993714,0.00034079615751618,0.0170630004210369,0.0366395544457541,-0.0558937881697918,-0.00982554515257936,0.00863716848804705,0.0721006259583186,-0.0869204989426214,0.0401430559001244,0.0547068456561182,-0.016602429207887,-0.0088988630347979,0.0166293922974717,0.0359295988534711,0.0235621455791975,-0.106239834022084,0.0500925260426302,0.0126774480374799,0.000299079002548747,0.0324462717109611,0.0306452966604228,0.0691877387562056,-0.00809029628581033,-0.047083724280569,-0.0234548908613887,0.0511662906252882,-0.00101102637596204,0.0424684547255486,0.0708574662800386,-0.0460508700858902,-0.0263745627447969
S2G4_batch1,-0.0307284251577141,-0.00289340512252489,0.01856584800668,0.0291288152588455,0.00964500677771016,0.000742509787977669,0.00343167196598121,0.0227582225278351,-0.0760265161363833,0.0304769374425192,0.0186681824721734,0.00165977702944215,0.00187121014251342,0.00418523730154628,-0.0286153878437703,-0.00781113220659714,0.0115227983894923,-0.0430423078811795,-0.00633634283269253,0.026240368423026,0.107294782619083,0.0283311732728193,0.0425956848634254,0.0156861980565301,-0.107166847020696,0.133930117836712,-0.0453059991374187,0.0231979441985839,-0.0451382079112287,0.111933676853004,0.0362557406969518,0.0186106138173501
S2E4_batch1,-0.0339594338742636,0.0351109977890444,0.015857259916762,-0.0356230662831177,-0.0377602419035309,-0.0227619027278208,-0.00960888517835051,0.0375186013063336,-0.0347214857422617,-0.0240696156032766,0.0141195149149426,0.00474466950040823,0.00959239828999978,0.00293726211021216,-0.00647925018331984,0.0105489096348477,-0.0408876453843602,0.0276093561548567,0.00259984103710232,-0.0202419247586156,0.0173114197008543,0.0557717243051065,0.0142709758399297,-0.00763818523917362,0.0207361835740896,-0.0405649114317685,0.0123189247989009,-0.014623387390852,0.00824962832164899,-0.0127663827189615,-0.0335082622334098,0.00572545330505867
S3D5_batch1,-0.0770918824031607,-0.020582641253959,-0.00903531835620557,-0.0140263388272626,0.0370253414093745,0.00552939979357255,-0.00232516685783645,-0.0979655139272116,0.00822146054011641,0.0100959007017396,0.00152513807674426,-0.00722300924791771,0.0064834674696347,0.00613609316271565,-0.00624028039671486,0.0043886718160514,-0.0199456919003824,0.0134472572348651,0.023481916113219,0.00259821184727498,-0.0119499431791422,0.0144238767347486,0.00818346003853252,0.00934286228162099,0.016414944526121,0.00871378081225188,-0.0164093289868019,-0.0039278188139176,-0.0115359061287402,-0.00340235169628996,-0.00859100546219559,-0.00454239998237311
S744_batch3,-0.0521555129741747,-0.0136982903258513,0.00278691115035837,0.0171006521606905,-0.0489423942109228,0.00544010910817148,-0.00359868903020755,-0.0100722688408198,0.0111059229373979,0.0141255481146899,0.0217274370893408,0.00429534145593019,0.0532195683984439,0.00853633640244488,-0.0221197400589429,0.0254260254650034,-0.0325107829721289,0.021309367619058,0.0389382061633306,-0.00927066042122766,-0.063119439726247,0.027906360016159,0.0302263255231905,-0.000596594733511245,-0.00848538124753594,-0.0299799885308552,0.0512850214577643,0.0327077970157154,-0.0188662975073348,0.0268271085011199,0.0256365269853398,0.00956247721709125
S757_batch3,-0.0260634044483021,0.0120265968990495,0.0297082571784245,0.0462059923953955,-0.0341298793890855,-0.00387564470416316,0.00491145109686692,0.0346822674756777,-0.0706431639968103,0.0388152270517749,0.0413715776327024,0.0223525772753156,0.0290788143560381,-0.00017578683824986,0.0385557458924093,0.0162700444018757,-0.0121603501838348,0.0520401006519945,-0.00529582929185213,-0.00467611821586495,0.0247955767935893,0.0222261576998507,0.0269064963527823,-0.00638676843306323,-0.0926038679950604,-0.00822033630036648,0.0614692701850499,0.0258546250927004,0.0814551825942311,0.0720091381713137,-0.0168448141686915,-0.00156275905657128
S1G10_batch1,-0.0305254389717059,-0.0183272814739459,0.00362216234215035,0.00257006031206378,0.0219646410106673,-0.0130381205035165,0.00518250321749902,0.0353881923406134,-0.0522309694426519,-0.0529149111760972,0.0688160206798483,-0.0309709830038388,-0.0274468590291275,-0.0433718635996427,0.0556428400113509,0.000670173576398366,0.122144815643079,-0.0601698737319645,0.00250380182549649,-0.0378910168306235,-0.000147543076266668,-0.0685112799757087,-0.0195332261304653,-0.071196489008011,-0.0530358236774476,-0.0341168973220691,-0.00325633469364594,-0.0287382701287731,-0.0641829683661134,0.104272555882625,-0.00184183618951799,-0.00120383807364017
S2G6_batch1,-0.0670576592145801,-0.0127481397265926,0.00214626611845407,0.00620776780409938,-0.0265679575128717,0.00223773977347408,-0.00396396890238979,-0.0813632855225929,0.00280530597060986,0.0557641371646868,-0.0208292609504974,0.00377642049669287,-0.00496781554926372,0.00600126098231069,0.00801511589024876,0.0230023441856692,-0.0595382588345937,0.0360658475172934,0.0175841042625588,-0.00787465517652867,0.0478407089004271,0.0577573992376528,0.138288639755137,-0.03973760978418,0.0582918265984188,0.0764076089777589,-0.105854776197088,-0.00859973864095999,-0.0496937442122422,0.0201954437734935,0.00445652175781573,-0.00267602214485543
S870_batch3,-0.0792684959621613,-0.020551536045113,-0.00896359152939627,-0.0124607333384199,-0.060238595913485,0.00881569714445338,-0.00375030496525934,0.0203865549943004,0.14389168496612,-0.0732645927206069,0.17095988323239,-0.0543923493498,0.045142160581881,0.0340714870857027,-0.0956488338049174,-0.0376369715753315,0.0455284469982663,-0.0945580052303733,-0.034142270698711,0.0237807579672349,-0.00895651291756918,-0.050333609418541,-0.0198207542642416,0.0343139070934145,0.0310022393014623,0.0372195679371086,-0.13021896321608,0.0125575681555177,0.156986436143168,0.024065668512418,-0.0900529115770511,-0.0710905962589393
S871_batch3,-0.078295010728484,-0.0198332003869379,-0.00633856874550638,-0.0079607615180788,-0.0724982650663804,-0.0030919040409849,-0.00213304002466684,0.0401635791830976,-0.0505677750576269,-0.0477985667857289,-0.0487500852970359,0.0304663468845389,0.00163498012096419,-0.0101704126065896,-0.0147396074433432,-0.00805187516480317,0.0398594188760628,-0.0121891970779392,-0.0128259863617353,-0.00283596807728161,-0.0102949791987557,0.00704108494357092,0.0359646228436737,-0.0290510592393422,0.0727838565634782,-0.00913089140647724,-0.0420279282636974,-0.0116376407269823,-0.00236603576527413,-0.040701306142843,0.0111295405618946,0.0142202850889908
S49_batch3,-0.0781767831003881,-0.0197894479696891,-0.00631515075267102,-0.00796254566646211,-0.0723260889490033,-0.00307474444046858,-0.00215673427374299,0.0397340972763764,-0.0505362929999459,-0.0475211182253016,-0.0490451393384849,0.0303554143493242,0.00156772695017729,-0.0101372230401537,-0.0147000187793397,-0.00812146199610046,0.0399080962180152,-0.0122484531787989,-0.0129108490187949,-0.00278273426664278,-0.0101668379575439,0.00693507678520424,0.0359939184478729,-0.0288883261913867,0.0720418614266707,-0.00919153126179973,-0.0416935660823704,-0.0117124139989476,-0.00224583400504546,-0.0403895141713535,0.0109978081632249,0.0140194065074958
S662_batch3,-0.0784505052635096,-0.0195201958886168,-0.00624342554438838,-0.00805589950311116,-0.0701554481007549,-0.00346665001380905,-0.00216044762937497,0.0450329042270557,-0.0522485754753918,-0.0469829626825541,-0.0502649761972644,0.0309032808001912,0.00150356895953789,-0.0112036309890049,-0.0125766070298849,-0.00736108710022,0.0356260836120653,-0.00895431373749186,-0.0107457376954931,-0.00238923113223044,-0.00889938589355919,0.00885979688713033,0.0350687896268519,-0.029583220598914,0.077437647374004,-0.0146281427742943,-0.0412799117775258,-0.0133714171157868,0.00444437129834526,-0.04681987962249,0.0064200070658598,0.0139888628317007
S206_batch3,0.0242833061801259,0.0138841349905507,-0.00110750804009345,0.0679544626828228,0.00396827976852875,-0.0788173766883206,0.133705184970377,-0.00113334721783581,-0.00630808798192258,0.0575040729753795,0.00364645138947318,-0.0663523522744544,0.0175837867501786,0.0278495071855154,-0.0453978200615971,-0.0175795309840026,0.00712371627476495,-0.0469650093182208,-0.0298872275384451,-0.0132151607899847,0.0476605763751456,-0.0226843846317597,0.00662423032211115,-0.00443557819190124,0.00895774702433226,-0.0140230413959589,0.00648730991757539,0.0044900276265293,-0.0384021730700407,-0.0507553539001519,0.0165837419012681,0.0217064208832778
S692_batch3,-0.0670294384949894,-0.0118840491703015,0.0013730888730217,0.00761081202450694,-0.0546531444645923,0.00259586053401142,-0.00531407696641292,-0.0500509234469647,-0.00225480639713311,0.034372363942441,-0.0525594090938744,0.0217558969301687,-0.00865154592218234,0.00410591244643023,-0.0122254575451083,-0.00478951026812214,-0.0033407949361248,-0.0234095064040122,-0.0263793144918284,0.0211263010388416,0.0507885869439725,0.0209720300877421,0.0950235117618571,-0.0119502698804672,-0.0383343324039549,0.00671480106571848,0.00039660557267636,-0.00373806250255967,-0.0115832178798563,0.0368881692849316,0.00523428891582934,-0.00748513085080902
